CN,PLT_CN,PREV_SBP_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,SUBP,SUBP_STATUS_CD,POINT_NONSAMPLE_REASN_CD,MICRCOND,SUBPCOND,MACRCOND,CONDLIST,SLOPE,ASPECT,WATERDEP,P2A_GRM_FLG,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE,ROOT_DIS_SEV_CD_PNWRS,NF_SUBP_STATUS_CD,NF_SUBP_NONSAMPLE_REASN_CD,P2VEG_SUBP_STATUS_CD,P2VEG_SUBP_NONSAMPLE_REASN_CD,INVASIVE_SUBP_STATUS_CD,INVASIVE_NONSAMPLE_REASN_CD,CROWN_CLOSURE_ME_NERS,GROUND_TRAN_PTS_BARE_RMRS,GROUND_TRAN_PTS_CRYP_RMRS,GROUND_TRAN_PTS_DEV_RMRS,GROUND_TRAN_PTS_LICHEN_RMRS,GROUND_TRAN_PTS_LITTER_RMRS,GROUND_TRAN_PTS_MOSS_RMRS,GROUND_TRAN_PTS_NOTSAMP_RMRS,GROUND_TRAN_PTS_OTHER_RMRS,GROUND_TRAN_PTS_PEIS_RMRS,GROUND_TRAN_PTS_ROAD_RMRS,GROUND_TRAN_PTS_ROCK_RMRS,GROUND_TRAN_PTS_TRIS_RMRS,GROUND_TRAN_PTS_VEG_RMRS,GROUND_TRAN_PTS_WATER_RMRS,GROUND_TRAN_PTS_WOOD_RMRS,PREV_STATUSCD_RMRS,ROOTSEVCD_RMRS
249706350010854,249604358010854,,2007,72,1,73,17,3,1,,1,1,,1000,70,9,0.0,,2011-09-29 11:17:16,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706339010854,249604361010854,,2007,72,1,73,16,4,1,,1,1,,1000,72,64,0.0,,2011-09-29 11:17:16,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706353010854,249604358010854,,2007,72,1,73,17,1,1,,1,1,,1000,70,320,0.0,,2011-09-29 11:17:16,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706352010854,249604358010854,,2007,72,1,73,17,2,1,,2,2,,2000,62,256,0.0,,2011-09-29 11:17:16,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706351010854,249604358010854,,2007,72,1,73,17,4,1,,3,3,,3000,72,75,0.0,,2011-09-29 11:17:16,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706337010854,249604362010854,,2007,72,1,75,1,1,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706336010854,249604362010854,,2007,72,1,75,1,2,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706334010854,249604362010854,,2007,72,1,75,1,3,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706335010854,249604362010854,,2007,72,1,75,1,4,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706329010854,249604364010854,,2007,72,1,75,6,1,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706328010854,249604364010854,,2007,72,1,75,6,2,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706326010854,249604364010854,,2007,72,1,75,6,3,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706327010854,249604364010854,,2007,72,1,75,6,4,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706333010854,249604363010854,,2007,72,1,75,8,1,1,,1,1,,1000,0,0,0.0,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706330010854,249604363010854,,2007,72,1,75,8,2,1,,1,1,,1000,10,100,0.0,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706331010854,249604363010854,,2007,72,1,75,8,3,1,,1,1,,1000,9,121,0.0,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706332010854,249604363010854,,2007,72,1,75,8,4,1,,1,1,,1000,9,128,0.0,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706325010854,249604365010854,,2007,72,1,77,1,1,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706322010854,249604365010854,,2007,72,1,77,1,2,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706323010854,249604365010854,,2007,72,1,77,1,3,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706324010854,249604365010854,,2007,72,1,77,1,4,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706317010854,249604367010854,,2007,72,1,79,1,1,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706314010854,249604367010854,,2007,72,1,79,1,2,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706315010854,249604367010854,,2007,72,1,79,1,3,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706316010854,249604367010854,,2007,72,1,79,1,4,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706321010854,249604366010854,,2007,72,1,79,4,1,1,,1,1,,1000,0,0,0.0,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706320010854,249604366010854,,2007,72,1,79,4,2,1,,1,1,,1000,0,0,0.0,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706318010854,249604366010854,,2007,72,1,79,4,3,1,,1,1,,1000,0,0,0.0,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706319010854,249604366010854,,2007,72,1,79,4,4,1,,1,1,,1000,0,0,0.0,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321833010854,254320186010854,,2007,72,1,79,10,1,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321834010854,254320186010854,,2007,72,1,79,10,2,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321835010854,254320186010854,,2007,72,1,79,10,3,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321836010854,254320186010854,,2007,72,1,79,10,4,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706309010854,249604369010854,,2007,72,1,81,6,1,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706306010854,249604369010854,,2007,72,1,81,6,2,1,,2,2,,2000,39,316,0.0,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706307010854,249604369010854,,2007,72,1,81,6,3,1,,1,2,,2100,37,223,0.0,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706308010854,249604369010854,,2007,72,1,81,6,4,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706313010854,249604368010854,,2007,72,1,81,11,1,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706312010854,249604368010854,,2007,72,1,81,11,2,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706310010854,249604368010854,,2007,72,1,81,11,3,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706311010854,249604368010854,,2007,72,1,81,11,4,2,,1,1,,1000,,,,,2011-09-29 11:17:17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706142010854,249604370010854,,2007,72,1,85,2,1,2,,1,1,,1000,,,,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706141010854,249604370010854,,2007,72,1,85,2,2,2,,1,1,,1000,,,,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706139010854,249604370010854,,2007,72,1,85,2,3,2,,1,1,,1000,,,,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706140010854,249604370010854,,2007,72,1,85,2,4,2,,1,1,,1000,,,,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706138010854,249604371010854,,2007,72,1,85,3,1,2,,1,1,,1000,,,,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706135010854,249604371010854,,2007,72,1,85,3,2,2,,1,1,,1000,,,,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706136010854,249604371010854,,2007,72,1,85,3,3,2,,1,1,,1000,,,,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706137010854,249604371010854,,2007,72,1,85,3,4,2,,1,1,,1000,,,,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321848010854,254320156010854,,2007,72,1,87,1,1,2,,1,1,,1000,,,,,2011-09-29 11:17:31,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321849010854,254320156010854,,2007,72,1,87,1,2,2,,1,1,,1000,,,,,2011-09-29 11:17:31,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321850010854,254320156010854,,2007,72,1,87,1,3,2,,1,1,,1000,,,,,2011-09-29 11:17:31,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321851010854,254320156010854,,2007,72,1,87,1,4,2,,1,1,,1000,,,,,2011-09-29 11:17:31,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321843010854,254320401010854,,2007,72,1,87,2,1,2,,1,1,,1000,,,,,2011-09-29 11:17:35,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321844010854,254320401010854,,2007,72,1,87,2,2,2,,1,1,,1000,,,,,2011-09-29 11:17:35,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321845010854,254320401010854,,2007,72,1,87,2,3,2,,1,1,,1000,,,,,2011-09-29 11:17:35,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321846010854,254320401010854,,2007,72,1,87,2,4,2,,1,1,,1000,,,,,2011-09-29 11:17:35,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321838010854,254320221010854,,2007,72,1,87,4,1,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321839010854,254320221010854,,2007,72,1,87,4,2,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321840010854,254320221010854,,2007,72,1,87,4,3,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321841010854,254320221010854,,2007,72,1,87,4,4,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321853010854,254320157010854,,2007,72,1,87,5,1,2,,1,1,,1000,,,,,2011-09-29 11:17:31,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321854010854,254320157010854,,2007,72,1,87,5,2,2,,1,1,,1000,,,,,2011-09-29 11:17:31,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321855010854,254320157010854,,2007,72,1,87,5,3,2,,1,1,,1000,,,,,2011-09-29 11:17:31,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321856010854,254320157010854,,2007,72,1,87,5,4,2,,1,1,,1000,,,,,2011-09-29 11:17:31,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321858010854,254320336010854,,2007,72,1,87,7,1,2,,1,1,,1000,,,,,2011-09-29 11:17:34,2012-02-07 07:58:46,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321859010854,254320336010854,,2007,72,1,87,7,2,2,,1,1,,1000,,,,,2011-09-29 11:17:34,2012-02-07 07:58:46,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321860010854,254320336010854,,2007,72,1,87,7,3,2,,1,1,,1000,,,,,2011-09-29 11:17:34,2012-02-07 07:58:46,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321861010854,254320336010854,,2007,72,1,87,7,4,2,,1,1,,1000,,,,,2011-09-29 11:17:34,2012-02-07 07:58:46,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321863010854,254320222010854,,2007,72,1,89,2,1,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321864010854,254320222010854,,2007,72,1,89,2,2,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321865010854,254320222010854,,2007,72,1,89,2,3,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321866010854,254320222010854,,2007,72,1,89,2,4,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706134010854,249604372010854,,2007,72,1,89,4,1,1,,1,1,,1000,63,30,0.0,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706133010854,249604372010854,,2007,72,1,89,4,2,1,,1,1,,1000,65,360,0.0,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706131010854,249604372010854,,2007,72,1,89,4,3,1,,1,1,,1000,51,25,0.0,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706132010854,249604372010854,,2007,72,1,89,4,4,1,,1,1,,1000,65,48,0.0,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321868010854,254320223010854,,2007,72,1,91,3,1,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321869010854,254320223010854,,2007,72,1,91,3,2,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321870010854,254320223010854,,2007,72,1,91,3,3,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321871010854,254320223010854,,2007,72,1,91,3,4,2,,1,1,,1000,,,,,2011-09-29 11:17:32,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706130010854,249604373010854,,2007,72,1,91,7,1,2,,1,1,,1000,,,,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706127010854,249604373010854,,2007,72,1,91,7,2,1,,2,2,,2000,48,17,0.0,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706128010854,249604373010854,,2007,72,1,91,7,3,1,,1,1,,1200,0,0,0.0,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706129010854,249604373010854,,2007,72,1,91,7,4,1,,3,3,,3000,70,245,0.0,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321873010854,254320402010854,,2007,72,1,91,8,1,2,,1,1,,1000,,,,,2011-09-29 11:17:35,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321874010854,254320402010854,,2007,72,1,91,8,2,2,,1,1,,1000,,,,,2011-09-29 11:17:35,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321875010854,254320402010854,,2007,72,1,91,8,3,2,,1,1,,1000,,,,,2011-09-29 11:17:35,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
254321876010854,254320402010854,,2007,72,1,91,8,4,2,,1,1,,1000,,,,,2011-09-29 11:17:35,2012-02-07 07:58:45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706126010854,249604374010854,,2007,72,1,93,1,1,1,,1,1,,1000,84,115,0.0,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706124010854,249604374010854,,2007,72,1,93,1,2,1,,1,1,,1000,70,242,0.0,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706125010854,249604374010854,,2007,72,1,93,1,3,1,,1,1,,1000,84,230,0.0,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706123010854,249604374010854,,2007,72,1,93,1,4,1,,2,2,,2000,40,150,0.0,,2011-09-29 11:17:18,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706122010854,249604375010854,,2007,72,1,97,28,1,2,,1,1,,1000,,,,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706119010854,249604375010854,,2007,72,1,97,28,2,2,,1,1,,1000,,,,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706120010854,249604375010854,,2007,72,1,97,28,3,2,,1,1,,1000,,,,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706121010854,249604375010854,,2007,72,1,97,28,4,2,,1,1,,1000,,,,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706118010854,249604376010854,,2007,72,1,99,1,1,2,,1,1,,1000,,,,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706115010854,249604376010854,,2007,72,1,99,1,2,2,,1,1,,1000,,,,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706116010854,249604376010854,,2007,72,1,99,1,3,2,,1,1,,1000,,,,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706117010854,249604376010854,,2007,72,1,99,1,4,2,,1,1,,1000,,,,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706110010854,249604378010854,,2007,72,1,99,3,1,1,,1,1,,1000,45,308,0.0,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706107010854,249604378010854,,2007,72,1,99,3,2,1,,2,2,,2000,23,245,0.0,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706108010854,249604378010854,,2007,72,1,99,3,3,1,,1,1,,1000,62,303,0.0,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706109010854,249604378010854,,2007,72,1,99,3,4,1,,2,2,,2000,47,36,0.0,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706114010854,249604377010854,,2007,72,1,99,5,1,1,,1,1,,1000,40,86,0.0,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706113010854,249604377010854,,2007,72,1,99,5,2,1,,1,1,,1000,34,110,0.0,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706111010854,249604377010854,,2007,72,1,99,5,3,1,,1,1,,1000,78,315,0.0,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706112010854,249604377010854,,2007,72,1,99,5,4,1,,1,1,,1000,25,77,0.0,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706106010854,249604379010854,,2007,72,1,103,1,1,2,,1,1,,1000,,,,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706105010854,249604379010854,,2007,72,1,103,1,2,2,,1,1,,1000,,,,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706104010854,249604379010854,,2007,72,1,103,1,3,2,,1,1,,1000,,,,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706103010854,249604379010854,,2007,72,1,103,1,4,2,,1,1,,1000,,,,,2011-09-29 11:17:19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706101010854,249604382010854,,2007,72,1,105,2,4,1,,1,1,,1000,88,40,0.0,,2011-09-29 11:17:20,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706102010854,249604382010854,,2007,72,1,105,2,1,1,,1,1,,1000,70,80,0.0,,2011-09-29 11:17:20,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706099010854,249604382010854,,2007,72,1,105,2,2,1,,1,1,,1000,80,113,0.0,,2011-09-29 11:17:20,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706100010854,249604382010854,,2007,72,1,105,2,3,1,,1,1,,1000,90,8,0.0,,2011-09-29 11:17:20,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706094010854,249604384010854,,2007,72,1,105,3,1,3,2,1,1,,1000,,,,,2011-09-29 11:17:20,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706093010854,249604384010854,,2007,72,1,105,3,2,3,2,1,1,,1000,,,,,2011-09-29 11:17:20,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706091010854,249604384010854,,2007,72,1,105,3,3,3,2,1,1,,1000,,,,,2011-09-29 11:17:20,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706092010854,249604384010854,,2007,72,1,105,3,4,3,2,1,1,,1000,,,,,2011-09-29 11:17:20,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706098010854,249604383010854,,2007,72,1,105,4,1,1,,1,1,,1000,96,315,0.0,,2011-09-29 11:17:20,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706095010854,249604383010854,,2007,72,1,105,4,2,1,,1,1,,1000,69,295,0.0,,2011-09-29 11:17:20,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706096010854,249604383010854,,2007,72,1,105,4,3,3,3,2,2,,2000,,,,,2011-09-29 11:17:20,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706097010854,249604383010854,,2007,72,1,105,4,4,1,,1,1,,1000,55,17,0.0,,2011-09-29 11:17:20,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706078010854,249604388010854,,2007,72,1,107,1,1,3,3,1,1,,1000,,,,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706075010854,249604388010854,,2007,72,1,107,1,2,3,3,1,1,,1000,,,,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706077010854,249604388010854,,2007,72,1,107,1,3,1,,2,2,,2300,55,182,0.0,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706076010854,249604388010854,,2007,72,1,107,1,4,3,3,1,1,,1000,,,,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706086010854,249604386010854,,2007,72,1,107,3,1,1,,1,1,,1000,26,252,0.0,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706083010854,249604386010854,,2007,72,1,107,3,2,1,,1,1,,1000,55,243,0.0,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706085010854,249604386010854,,2007,72,1,107,3,3,1,,1,1,,1000,80,255,0.0,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706084010854,249604386010854,,2007,72,1,107,3,4,1,,1,1,,1000,50,178,0.0,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706087010854,249604385010854,,2007,72,1,107,6,1,2,,1,1,,1000,,,,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706089010854,249604385010854,,2007,72,1,107,6,2,2,,1,1,,1000,,,,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706088010854,249604385010854,,2007,72,1,107,6,3,2,,1,1,,1000,,,,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706090010854,249604385010854,,2007,72,1,107,6,4,2,,1,1,,1000,,,,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706082010854,249604387010854,,2007,72,1,107,9,1,1,,1,1,,1000,45,34,0.0,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706080010854,249604387010854,,2007,72,1,107,9,2,1,,1,1,,1000,90,23,0.0,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706079010854,249604387010854,,2007,72,1,107,9,3,2,,2,2,,2000,,,,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706081010854,249604387010854,,2007,72,1,107,9,4,1,,3,3,,3200,65,68,0.0,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706074010854,249604389010854,,2007,72,1,109,5,1,1,,1,1,,1000,20,240,0.0,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706072010854,249604389010854,,2007,72,1,109,5,2,1,,1,1,,1000,7,225,0.0,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706071010854,249604389010854,,2007,72,1,109,5,3,1,,1,1,,1000,33,222,0.0,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706073010854,249604389010854,,2007,72,1,109,5,4,1,,1,1,,1000,27,180,0.0,,2011-09-29 11:17:21,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706070010854,249604391010854,,2007,72,1,113,3,1,1,,1,1,,1000,50,135,0.0,,2011-09-29 11:17:22,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706305010854,249604391010854,,2007,72,1,113,3,2,1,,1,1,,1000,68,184,0.0,,2011-09-29 11:17:22,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706304010854,249604391010854,,2007,72,1,113,3,3,1,,1,1,,1000,50,80,0.0,,2011-09-29 11:17:22,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
249706303010854,249604391010854,,2007,72,1,113,3,4,1,,1,1,,1000,27,67,0.0,,2011-09-29 11:17:22,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
