CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,MEASYEAR,LVSHRBCD,DSHRBCD,LVHRBCD,DHRBCD,LITTERCD,LVSHRBHT,DSHRBHT,LVHRBHT,DHRBHT,CREATED_DATE,MODIFIED_DATE,MICR_SAMPLE_METHOD
218178011020004,249604234010854,2006,72,81,8,4,2006,0,0,0,0,99.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:37,2014-09-22 08:59:50,1
218177751020004,249604235010854,2006,72,83,2,4,2006,20,10,20,0,99.0,17.4,15.6,1.3,0.0,2013-10-21 14:55:37,2014-09-22 08:59:50,1
218177748020004,249604235010854,2006,72,83,2,1,2006,40,20,20,0,99.0,18.0,16.4,1.1,0.0,2013-10-21 14:55:37,2014-09-22 08:59:50,1
218177749020004,249604235010854,2006,72,83,2,2,2006,0,0,20,10,99.0,0.0,0.0,5.9,0.7,2013-10-21 14:55:37,2014-09-22 08:59:50,1
218177750020004,249604235010854,2006,72,83,2,3,2006,20,0,10,0,99.0,17.7,0.0,1.0,0.0,2013-10-21 14:55:37,2014-09-22 08:59:50,1
218178012020004,249604236010854,2006,72,87,3,1,2006,0,0,0,0,30.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:37,2014-09-22 08:59:50,1
218178013020004,249604236010854,2006,72,87,3,2,2006,0,0,0,0,10.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:37,2014-09-22 08:59:50,1
218178014020004,249604236010854,2006,72,87,3,3,2006,0,0,1,0,60.0,0.0,0.0,1.0,0.0,2013-10-21 14:55:37,2014-09-22 08:59:50,1
218178015020004,249604236010854,2006,72,87,3,4,2006,0,0,0,0,10.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:37,2014-09-22 08:59:50,1
218178112020004,249604237010854,2006,72,89,3,1,2006,10,10,10,0,99.0,26.2,9.8,2.3,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178113020004,249604237010854,2006,72,89,3,2,2006,10,10,10,0,99.0,11.8,2.3,0.7,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178114020004,249604237010854,2006,72,89,3,3,2006,10,0,20,10,99.0,26.2,0.0,1.3,0.3,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178115020004,249604237010854,2006,72,89,3,4,2006,10,0,10,0,99.0,3.9,0.0,0.5,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178016020004,249604238010854,2006,72,89,5,1,2006,0,0,20,0,90.0,0.0,0.0,2.3,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178017020004,249604238010854,2006,72,89,5,2,2006,0,0,20,0,99.0,0.0,0.0,1.7,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178018020004,249604238010854,2006,72,89,5,3,2006,0,0,0,0,99.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178019020004,249604238010854,2006,72,89,5,4,2006,0,0,0,0,99.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178020020004,249604240010854,2006,72,91,1,1,2006,10,0,20,0,99.0,10.0,0.0,3.9,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178028020004,249604242010854,2006,72,93,4,1,2006,20,10,80,10,99.0,12.1,6.6,5.9,5.9,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178021020004,249604240010854,2006,72,91,1,2,2006,20,0,30,0,99.0,12.9,0.0,3.3,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178022020004,249604240010854,2006,72,91,1,3,2006,10,0,10,0,99.0,9.8,0.0,1.5,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178023020004,249604240010854,2006,72,91,1,4,2006,20,0,10,0,99.0,18.0,0.0,0.8,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178029020004,249604242010854,2006,72,93,4,2,2006,20,10,80,0,99.0,8.2,6.6,5.9,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178030020004,249604242010854,2006,72,93,4,3,2006,0,0,90,20,99.0,0.0,0.0,5.9,5.9,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178031020004,249604242010854,2006,72,93,4,4,2006,10,0,80,0,99.0,9.5,0.0,5.9,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178024020004,249605089010854,2006,72,93,6,1,2006,0,0,80,10,90.0,0.0,0.0,5.9,5.7,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178025020004,249605089010854,2006,72,93,6,2,2006,0,0,40,20,80.0,0.0,0.0,5.6,5.6,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178026020004,249605089010854,2006,72,93,6,3,2006,0,0,40,0,80.0,0.0,0.0,1.5,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178027020004,249605089010854,2006,72,93,6,4,2006,0,0,30,10,70.0,0.0,0.0,5.9,5.9,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178128020004,249604246010854,2006,72,97,39,1,2006,0,0,10,0,99.0,0.0,0.0,2.3,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178129020004,249604246010854,2006,72,97,39,2,2006,0,0,0,0,99.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178130020004,249604246010854,2006,72,97,39,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178131020004,249604246010854,2006,72,97,39,4,2006,0,0,10,0,99.0,0.0,0.0,1.1,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178104020004,249604244010854,2006,72,97,168,1,2006,10,0,10,0,90.0,5.9,0.0,1.5,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178105020004,249604244010854,2006,72,97,168,2,2006,0,0,90,0,50.0,0.0,0.0,3.3,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178106020004,249604244010854,2006,72,97,168,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178107020004,249604244010854,2006,72,97,168,4,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178108020004,249604245010854,2006,72,97,196,1,2006,10,0,50,10,90.0,3.9,0.0,3.3,1.1,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178109020004,249604245010854,2006,72,97,196,2,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178110020004,249604245010854,2006,72,97,196,3,2006,0,0,80,0,50.0,0.0,0.0,2.3,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178111020004,249604245010854,2006,72,97,196,4,2006,20,10,50,0,90.0,1.6,1.3,0.2,0.0,2013-10-21 14:55:38,2014-09-22 08:59:50,1
218178032020004,249604249010854,2006,72,101,2,1,2006,0,0,80,10,90.0,0.0,0.0,3.0,1.6,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178033020004,249604249010854,2006,72,101,2,2,2006,0,0,40,10,99.0,0.0,0.0,3.0,3.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178034020004,249604249010854,2006,72,101,2,3,2006,20,0,0,0,99.0,11.2,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178035020004,249604249010854,2006,72,101,2,4,2006,40,0,20,0,90.0,9.2,0.0,1.5,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178152020004,249605091010854,2006,72,103,13,1,2006,0,0,40,0,99.0,0.0,0.0,3.1,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178153020004,249605091010854,2006,72,103,13,2,2006,0,0,10,0,99.0,0.0,0.0,1.2,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178154020004,249605091010854,2006,72,103,13,3,2006,0,0,20,0,99.0,0.0,0.0,1.0,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178155020004,249605091010854,2006,72,103,13,4,2006,0,0,20,0,99.0,0.0,0.0,0.7,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178036020004,249604250010854,2006,72,103,14,1,2006,30,0,20,0,99.0,8.9,0.0,1.3,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178037020004,249604250010854,2006,72,103,14,2,2006,0,0,20,0,99.0,0.0,0.0,1.3,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178038020004,249604250010854,2006,72,103,14,3,2006,0,0,80,0,70.0,0.0,0.0,2.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178039020004,249604250010854,2006,72,103,14,4,2006,0,0,60,0,80.0,0.0,0.0,1.6,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177752020004,249604252010854,2006,72,107,7,1,2006,0,0,90,20,20.0,0.0,0.0,3.8,3.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177753020004,249604252010854,2006,72,107,7,2,2006,0,0,10,0,99.0,0.0,0.0,1.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177754020004,249604252010854,2006,72,107,7,3,2006,0,0,90,20,20.0,0.0,0.0,3.9,3.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177755020004,249604252010854,2006,72,107,7,4,2006,0,0,90,10,20.0,0.0,0.0,5.9,5.9,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178040020004,249604251010854,2006,72,107,8,1,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178041020004,249604251010854,2006,72,107,8,2,2006,0,0,80,0,40.0,0.0,0.0,2.3,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178042020004,249604251010854,2006,72,107,8,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178043020004,249604251010854,2006,72,107,8,4,2006,0,0,90,10,60.0,0.0,0.0,5.9,3.6,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177756020004,249604253010854,2006,72,109,2,1,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177757020004,249604253010854,2006,72,109,2,2,2006,10,0,10,0,80.0,0.5,0.0,1.5,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177758020004,249604253010854,2006,72,109,2,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177759020004,249604253010854,2006,72,109,2,4,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177760020004,249604254010854,2006,72,109,4,1,2006,10,30,10,10,99.0,6.2,9.5,5.9,1.2,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177761020004,249604254010854,2006,72,109,4,2,2006,0,0,20,0,99.0,0.0,0.0,1.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177762020004,249604254010854,2006,72,109,4,3,2006,10,10,10,0,99.0,11.2,9.5,1.5,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177763020004,249604254010854,2006,72,109,4,4,2006,10,10,20,0,99.0,9.0,7.7,1.3,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178156020004,249605092010854,2006,72,109,6,1,2006,0,0,20,0,90.0,0.0,0.0,0.9,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178157020004,249605092010854,2006,72,109,6,2,2006,0,0,40,0,99.0,0.0,0.0,3.9,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178158020004,249605092010854,2006,72,109,6,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178159020004,249605092010854,2006,72,109,6,4,2006,0,0,40,0,99.0,0.0,0.0,1.6,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177764020004,249604255010854,2006,72,109,9,1,2006,0,0,20,0,99.0,0.0,0.0,0.6,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177765020004,249604255010854,2006,72,109,9,2,2006,0,0,80,0,80.0,0.0,0.0,1.8,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177766020004,249604255010854,2006,72,109,9,3,2006,0,0,10,0,60.0,0.0,0.0,0.5,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177767020004,249604255010854,2006,72,109,9,4,2006,0,0,20,0,60.0,0.0,0.0,1.1,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178044020004,249604256010854,2006,72,111,7,1,2006,20,10,20,0,90.0,14.1,4.6,1.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178045020004,249604256010854,2006,72,111,7,2,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178046020004,249604256010854,2006,72,111,7,3,2006,20,10,10,0,90.0,12.1,5.2,0.6,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178047020004,249604256010854,2006,72,111,7,4,2006,20,10,0,0,90.0,13.8,6.1,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178136020004,249604258010854,2006,72,113,8,1,2006,10,10,20,0,99.0,19.7,1.0,1.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178137020004,249604258010854,2006,72,113,8,2,2006,10,0,10,0,99.0,17.1,0.0,0.4,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178138020004,249604258010854,2006,72,113,8,3,2006,0,0,20,0,99.0,0.0,0.0,5.1,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178139020004,249604258010854,2006,72,113,8,4,2006,20,10,10,0,99.0,19.7,2.8,1.9,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177772020004,249604261010854,2006,72,113,17,1,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177773020004,249604261010854,2006,72,113,17,2,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177774020004,249604261010854,2006,72,113,17,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177775020004,249604261010854,2006,72,113,17,4,2006,0,0,0,0,10.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177768020004,249604260010854,2006,72,113,24,1,2006,0,0,10,0,80.0,0.0,0.0,0.3,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177769020004,249604260010854,2006,72,113,24,2,2006,10,0,20,0,90.0,6.2,0.0,1.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177770020004,249604260010854,2006,72,113,24,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177771020004,249604260010854,2006,72,113,24,4,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177779020004,249604262010854,2006,72,117,3,4,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177776020004,249604262010854,2006,72,117,3,1,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177777020004,249604262010854,2006,72,117,3,2,2006,40,40,40,0,80.0,4.6,4.6,1.6,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177778020004,249604262010854,2006,72,117,3,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178160020004,249604265010854,2006,72,119,5,1,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178161020004,249604265010854,2006,72,119,5,2,2006,0,0,0,0,99.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178162020004,249604265010854,2006,72,119,5,3,2006,0,0,0,0,99.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178163020004,249604265010854,2006,72,119,5,4,2006,0,0,20,0,99.0,0.0,0.0,2.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178048020004,249604264010854,2006,72,119,25,1,2006,0,0,80,10,60.0,0.0,0.0,2.3,1.4,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178049020004,249604264010854,2006,72,119,25,2,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178050020004,249604264010854,2006,72,119,25,3,2006,0,0,60,0,80.0,0.0,0.0,2.1,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178051020004,249604264010854,2006,72,119,25,4,2006,20,0,30,0,99.0,7.9,0.0,2.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178140020004,249604266010854,2006,72,121,2,1,2006,0,0,10,0,99.0,0.0,0.0,5.9,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178141020004,249604266010854,2006,72,121,2,2,2006,0,0,10,0,99.0,0.0,0.0,0.4,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178142020004,249604266010854,2006,72,121,2,3,2006,0,0,80,10,80.0,0.0,0.0,3.6,1.8,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178143020004,249604266010854,2006,72,121,2,4,2006,10,0,40,0,80.0,9.5,0.0,1.1,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177783020004,249604267010854,2006,72,123,5,4,2006,10,10,1,0,70.0,5.9,1.1,0.3,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177780020004,249604267010854,2006,72,123,5,1,2006,10,0,10,1,99.0,2.0,0.0,2.3,2.4,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177781020004,249604267010854,2006,72,123,5,2,2006,1,0,0,0,90.0,1.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218177782020004,249604267010854,2006,72,123,5,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:38,2014-09-22 08:59:44,1
218178052020004,249604269010854,2006,72,123,6,1,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178053020004,249604269010854,2006,72,123,6,2,2006,0,0,0,0,60.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178054020004,249604269010854,2006,72,123,6,3,2006,0,0,0,0,10.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178055020004,249604269010854,2006,72,123,6,4,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177784020004,249604271010854,2006,72,125,3,1,2006,0,0,20,0,99.0,0.0,0.0,0.5,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177785020004,249604271010854,2006,72,125,3,2,2006,0,0,20,0,99.0,0.0,0.0,1.5,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177786020004,249604271010854,2006,72,125,3,3,2006,0,0,10,0,99.0,0.0,0.0,3.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177787020004,249604271010854,2006,72,125,3,4,2006,10,0,20,0,99.0,2.1,0.0,3.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177788020004,249604273010854,2006,72,125,5,1,2006,0,0,20,10,90.0,0.0,0.0,2.8,2.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177789020004,249604273010854,2006,72,125,5,2,2006,0,0,20,0,99.0,0.0,0.0,1.5,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177790020004,249604273010854,2006,72,125,5,3,2006,0,0,90,10,60.0,0.0,0.0,5.9,5.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177791020004,249604273010854,2006,72,125,5,4,2006,0,0,20,0,99.0,0.0,0.0,0.6,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178056020004,249604270010854,2006,72,125,9,1,2006,0,0,10,10,99.0,0.0,0.0,0.8,0.8,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178057020004,249604270010854,2006,72,125,9,2,2006,10,0,10,10,99.0,9.5,0.0,0.7,0.6,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178058020004,249604270010854,2006,72,125,9,3,2006,0,0,10,0,99.0,0.0,0.0,0.8,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178059020004,249604270010854,2006,72,125,9,4,2006,10,0,20,0,99.0,6.9,0.0,0.7,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177799020004,249604277010854,2006,72,129,5,4,2006,0,0,30,0,99.0,0.0,0.0,2.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177796020004,249604277010854,2006,72,129,5,1,2006,0,0,20,0,99.0,0.0,0.0,1.1,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177797020004,249604277010854,2006,72,129,5,2,2006,10,0,10,0,99.0,13.1,0.0,0.5,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177798020004,249604277010854,2006,72,129,5,3,2006,0,0,90,0,90.0,0.0,0.0,3.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177792020004,249604276010854,2006,72,129,6,1,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177793020004,249604276010854,2006,72,129,6,2,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177794020004,249604276010854,2006,72,129,6,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177795020004,249604276010854,2006,72,129,6,4,2006,70,0,40,0,50.0,5.9,0.0,3.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178060020004,249604280010854,2006,72,131,2,1,2006,0,0,90,20,20.0,0.0,0.0,5.9,5.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178061020004,249604280010854,2006,72,131,2,2,2006,0,0,20,20,50.0,0.0,0.0,5.9,3.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178062020004,249604280010854,2006,72,131,2,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178063020004,249604280010854,2006,72,131,2,4,2006,0,0,90,20,20.0,0.0,0.0,5.9,4.3,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177800020004,249604281010854,2006,72,131,5,1,2006,30,0,30,0,90.0,8.5,0.0,2.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177801020004,249604281010854,2006,72,131,5,2,2006,0,0,30,0,99.0,0.0,0.0,1.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177802020004,249604281010854,2006,72,131,5,3,2006,0,0,80,0,90.0,0.0,0.0,2.3,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177803020004,249604281010854,2006,72,131,5,4,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178064020004,249604282010854,2006,72,133,2,1,2006,0,0,0,0,10.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178065020004,249604282010854,2006,72,133,2,2,2006,0,0,60,10,10.0,0.0,0.0,1.8,0.7,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178066020004,249604282010854,2006,72,133,2,3,2006,0,0,20,0,0.0,0.0,0.0,1.7,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178067020004,249604282010854,2006,72,133,2,4,2006,0,0,99,0,0.0,0.0,0.0,0.8,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178068020004,249604284010854,2006,72,135,1,1,2006,20,10,20,1,80.0,26.2,13.1,5.9,5.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178069020004,249604284010854,2006,72,135,1,2,2006,30,10,1,1,70.0,19.7,6.6,5.2,1.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178070020004,249604284010854,2006,72,135,1,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178071020004,249604284010854,2006,72,135,1,4,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178116020004,249604286010854,2006,72,139,1,1,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178117020004,249604286010854,2006,72,139,1,2,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178118020004,249604286010854,2006,72,139,1,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178119020004,249604286010854,2006,72,139,1,4,2006,10,1,90,30,99.0,4.5,2.3,3.0,3.6,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177804020004,249604289010854,2006,72,141,2,1,2006,0,0,90,20,90.0,0.0,0.0,5.9,5.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177805020004,249604289010854,2006,72,141,2,2,2006,0,0,20,0,99.0,0.0,0.0,0.6,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177806020004,249604289010854,2006,72,141,2,3,2006,0,0,30,0,99.0,0.0,0.0,1.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177807020004,249604289010854,2006,72,141,2,4,2006,0,0,30,0,99.0,0.0,0.0,5.6,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177808020004,249604290010854,2006,72,141,14,1,2006,0,0,30,10,99.0,0.0,0.0,3.0,5.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177809020004,249604290010854,2006,72,141,14,2,2006,0,0,99,10,99.0,0.0,0.0,5.2,3.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177810020004,249604290010854,2006,72,141,14,3,2006,0,0,30,0,99.0,0.0,0.0,4.3,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177811020004,249604290010854,2006,72,141,14,4,2006,0,0,99,40,99.0,0.0,0.0,5.2,1.7,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177812020004,249604291010854,2006,72,143,1,1,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177813020004,249604291010854,2006,72,143,1,2,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177814020004,249604291010854,2006,72,143,1,3,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
