CN,PLT_CN,VVT_CN,VSB_CN,VPS_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,VEG_FLDSPCD,UNIQUE_SP_NBR,VEG_SPCD,SP_CANOPY_COVER_TOTAL,SP_CANOPY_COVER_LAYER_1_2,SP_CANOPY_COVER_LAYER_3,SP_CANOPY_COVER_LAYER_4,QUAD_1_PRESENCE,QUAD_2_PRESENCE,QUAD_3_PRESENCE,DUMMY_SUBP_COVER_PRE2004,MAX_COVER_LAYER_NBR_PRE2004,CREATED_DATE,MODIFIED_DATE
313424405489998,249604490010854,250126681010854,250126773010854,250127013010854,2008,72,97,61,4,GYLA,1,GYLA,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424406489998,249604490010854,250126681010854,250126773010854,250126996010854,2008,72,97,61,4,GYLU,1,GYLU,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424407489998,249604490010854,250126681010854,250126773010854,250127009010854,2008,72,97,61,4,JAAR2,1,JAAR2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424408489998,249604490010854,250126681010854,250126773010854,250127008010854,2008,72,97,61,4,JACQU,1,JACQU,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424421489998,249604490010854,250126681010854,250126773010854,250126990010854,2008,72,97,61,4,THMO4,1,LEMO5,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424411489998,249604490010854,250126681010854,250126773010854,250126987010854,2008,72,97,61,4,METO3,1,METO3,8.0,1.0,8.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424414489998,249604490010854,250126681010854,250126773010854,250126991010854,2008,72,97,61,4,PHEP,1,PHEP,15.0,15.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424416489998,249604490010854,250126681010854,250126773010854,250127000010854,2008,72,97,61,4,PSMO3,1,PSMO3,40.0,40.0,1.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424418489998,249604490010854,250126681010854,250126773010854,250126995010854,2008,72,97,61,4,RAAC,1,RAAC,0.01,0.01,0.0,0.0,1,0,1,,,2015-03-20 16:01:34,
313424419489998,249604490010854,250126681010854,250126773010854,250127011010854,2008,72,97,61,4,REUN,1,REUN,1.0,1.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424420489998,249604490010854,250126681010854,250126773010854,250127003010854,2008,72,97,61,4,TAHE,1,TAHE,5.0,5.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424424489998,249604490010854,250126681010854,250126773010854,250126992010854,2008,72,97,61,4,TIUT,1,TIUT,6.0,6.0,0.01,0.0,1,0,0,,,2015-03-20 16:01:34,
313424949489998,249604504010854,250126693010854,250126711010854,250127354010854,2008,72,97,62,2,BOSU2,1,BOSU2,5.0,0.0,5.0,0.01,0,0,0,,,2015-03-20 16:01:34,
313424950489998,249604504010854,250126693010854,250126711010854,250127367010854,2008,72,97,62,2,BUSI,1,BUSI,1.0,1.0,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313424951489998,249604504010854,250126693010854,250126711010854,250127371010854,2008,72,97,62,2,CEVI2,1,CEVI2,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313424953489998,249604504010854,250126693010854,250126711010854,250127357010854,2008,72,97,62,2,CHNI2,1,CHNI2,22.0,22.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424956489998,249604504010854,250126693010854,250126711010854,250127359010854,2008,72,97,62,2,COMI,1,COMI,10.0,10.0,5.0,0.0,1,1,0,,,2015-03-20 16:01:34,
313424968489998,249604504010854,250126693010854,250126711010854,250127368010854,2008,72,97,62,2,OPMO2,1,COMO8,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424958489998,249604504010854,250126693010854,250126711010854,250127369010854,2008,72,97,62,2,CRBE4,1,CRBE4,3.0,3.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424960489998,249604504010854,250126693010854,250126711010854,250127360010854,2008,72,97,62,2,CRDI8,1,CRDI8,18.0,18.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:34,
313424962489998,249604504010854,250126693010854,250126711010854,250127361010854,2008,72,97,62,2,CRLU2,1,CRLU2,30.0,30.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:34,
313424965489998,249604504010854,250126693010854,250126711010854,250127372010854,2008,72,97,62,2,GADU2,1,GADU2,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313424967489998,249604504010854,250126693010854,250126711010854,250127356010854,2008,72,97,62,2,GUEL,1,GUEL,0.01,0.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424970489998,249604504010854,250126693010854,250126711010854,250127355010854,2008,72,97,62,2,PHEP,1,PHEP,18.0,18.0,0.0,0.0,1,0,1,,,2015-03-20 16:01:34,
313424972489998,249604504010854,250126693010854,250126711010854,250127370010854,2008,72,97,62,2,PLOB2,1,PLOB2,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424975489998,249604504010854,250126693010854,250126711010854,250127363010854,2008,72,97,62,2,PSMO3,1,PSMO3,0.01,0.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424978489998,249604504010854,250126693010854,250126711010854,250127358010854,2008,72,97,62,2,REUN,1,REUN,5.0,5.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424980489998,249604504010854,250126693010854,250126711010854,250127362010854,2008,72,97,62,2,SEUT2,1,SEUT2,5.0,5.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424982489998,249604504010854,250126693010854,250126711010854,250127364010854,2008,72,97,62,2,STEM3,1,STEM3,0.01,0.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424984489998,249604504010854,250126693010854,250126711010854,250127353010854,2008,72,97,62,2,TAHE,1,TAHE,10.0,0.0,10.0,0.01,0,0,0,,,2015-03-20 16:01:34,
313424986489998,249604504010854,250126693010854,250126711010854,250127365010854,2008,72,97,62,2,TIRE,1,TIRE,5.0,5.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:34,
313424988489998,249604504010854,250126693010854,250126711010854,250127366010854,2008,72,97,62,2,TIUT,1,TIUT,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424948489998,249604504010854,250126693010854,250126713010854,250127374010854,2008,72,97,62,4,ANAC4,1,ANAC4,4.0,4.0,0.01,0.0,1,0,0,,,2015-03-20 16:01:34,
313424952489998,249604504010854,250126693010854,250126713010854,250127371010854,2008,72,97,62,4,CEVI2,1,CEVI2,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424954489998,249604504010854,250126693010854,250126713010854,250127357010854,2008,72,97,62,4,CHNI2,1,CHNI2,5.0,5.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424955489998,249604504010854,250126693010854,250126713010854,250127373010854,2008,72,97,62,4,CODO,1,CODO,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313424957489998,249604504010854,250126693010854,250126713010854,250127359010854,2008,72,97,62,4,COMI,1,COMI,4.0,4.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:34,
313424969489998,249604504010854,250126693010854,250126713010854,250127368010854,2008,72,97,62,4,OPMO2,1,COMO8,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313424959489998,249604504010854,250126693010854,250126713010854,250127369010854,2008,72,97,62,4,CRBE4,1,CRBE4,3.0,3.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424961489998,249604504010854,250126693010854,250126713010854,250127360010854,2008,72,97,62,4,CRDI8,1,CRDI8,0.01,0.01,0.0,0.0,1,1,1,,,2015-03-20 16:01:34,
313424963489998,249604504010854,250126693010854,250126713010854,250127361010854,2008,72,97,62,4,CRLU2,1,CRLU2,0.01,0.01,0.0,0.0,0,1,1,,,2015-03-20 16:01:34,
313424964489998,249604504010854,250126693010854,250126713010854,250127376010854,2008,72,97,62,4,EUPE8,1,EUPE8,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424966489998,249604504010854,250126693010854,250126713010854,250127372010854,2008,72,97,62,4,GADU2,1,GADU2,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424971489998,249604504010854,250126693010854,250126713010854,250127355010854,2008,72,97,62,4,PHEP,1,PHEP,10.0,10.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424973489998,249604504010854,250126693010854,250126713010854,250127370010854,2008,72,97,62,4,PLOB2,1,PLOB2,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424974489998,249604504010854,250126693010854,250126713010854,250127375010854,2008,72,97,62,4,PRAG,1,PRAG,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424976489998,249604504010854,250126693010854,250126713010854,250127363010854,2008,72,97,62,4,PSMO3,1,PSMO3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424977489998,249604504010854,250126693010854,250126713010854,250127377010854,2008,72,97,62,4,RAAC,1,RAAC,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424979489998,249604504010854,250126693010854,250126713010854,250127358010854,2008,72,97,62,4,REUN,1,REUN,15.0,15.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424981489998,249604504010854,250126693010854,250126713010854,250127362010854,2008,72,97,62,4,SEUT2,1,SEUT2,2.0,2.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424983489998,249604504010854,250126693010854,250126713010854,250127364010854,2008,72,97,62,4,STEM3,1,STEM3,0.01,0.01,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424985489998,249604504010854,250126693010854,250126713010854,250127353010854,2008,72,97,62,4,TAHE,1,TAHE,2.0,0.0,2.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424987489998,249604504010854,250126693010854,250126713010854,250127365010854,2008,72,97,62,4,TIRE,1,TIRE,5.0,5.0,0.0,0.0,0,1,1,,,2015-03-20 16:01:34,
313424989489998,249604504010854,250126693010854,250126713010854,250127366010854,2008,72,97,62,4,TIUT,1,TIUT,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425200489998,249604511010854,250126699010854,250126723010854,250127518010854,2008,72,97,66,2,2GRAM,1,2GRAM,3.0,3.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:35,
313425202489998,249604511010854,250126699010854,250126723010854,250127505010854,2008,72,97,66,2,ANAC4,1,ANAC4,5.0,5.0,1.0,0.0,1,0,1,,,2015-03-20 16:01:35,
313425205489998,249604511010854,250126699010854,250126723010854,250127506010854,2008,72,97,66,2,BUSI,1,BUSI,15.0,4.0,15.0,0.0,1,0,0,,,2015-03-20 16:01:35,
313425207489998,249604511010854,250126699010854,250126723010854,250127499010854,2008,72,97,66,2,CARE8,1,CARE8,0.01,0.01,0.0,0.0,1,1,0,,,2015-03-20 16:01:35,
313425210489998,249604511010854,250126699010854,250126723010854,250127521010854,2008,72,97,66,2,CEVI2,1,CEVI2,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425212489998,249604511010854,250126699010854,250126723010854,250127516010854,2008,72,97,66,2,CODI5,1,CODI5,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425214489998,249604511010854,250126699010854,250126723010854,250127510010854,2008,72,97,66,2,COGL6,1,COGL6,5.0,5.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:35,
313425216489998,249604511010854,250126699010854,250126723010854,250127501010854,2008,72,97,66,2,COHI3,1,COHI3,1.0,1.0,0.0,0.0,1,0,1,,,2015-03-20 16:01:35,
313425233489998,249604511010854,250126699010854,250126723010854,250127502010854,2008,72,97,66,2,OPMO2,1,COMO8,13.0,13.0,5.0,0.0,1,1,0,,,2015-03-20 16:01:35,
313425218489998,249604511010854,250126699010854,250126723010854,250127500010854,2008,72,97,66,2,CRBE4,1,CRBE4,3.0,3.0,0.0,0.0,1,0,0,,,2015-03-20 16:01:35,
313425220489998,249604511010854,250126699010854,250126723010854,250127511010854,2008,72,97,66,2,CRDI8,1,CRDI8,18.0,18.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:35,
313425222489998,249604511010854,250126699010854,250126723010854,250127515010854,2008,72,97,66,2,EUPE8,1,EUPE8,2.0,2.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:35,
313425224489998,249604511010854,250126699010854,250126723010854,250127512010854,2008,72,97,66,2,FICI,1,FICI,8.0,3.0,6.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425226489998,249604511010854,250126699010854,250126723010854,250127520010854,2008,72,97,66,2,HAPO2,1,HAPO2,1.0,1.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:35,
313425227489998,249604511010854,250126699010854,250126723010854,250127517010854,2008,72,97,66,2,HEJA,1,HEJA,2.0,2.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425229489998,249604511010854,250126699010854,250126723010854,250127530010854,2008,72,97,66,2,MAAM,1,MAAM,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425231489998,249604511010854,250126699010854,250126723010854,250127519010854,2008,72,97,66,2,MEIN7,1,MEIN7,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425235489998,249604511010854,250126699010854,250126723010854,250127508010854,2008,72,97,66,2,OPRE2,1,OPRE2,0.01,0.01,0.0,0.0,0,1,0,,,2015-03-20 16:01:35,
313425238489998,249604511010854,250126699010854,250126723010854,250127503010854,2008,72,97,66,2,PANIC,1,PANIC,2.0,2.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425239489998,249604511010854,250126699010854,250126723010854,250127507010854,2008,72,97,66,2,PELU3,1,PELU3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425241489998,249604511010854,250126699010854,250126723010854,250127504010854,2008,72,97,66,2,POCA22,1,POCA22,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:35,
313425242489998,249604511010854,250126699010854,250126723010854,250127525010854,2008,72,97,66,2,PSNE,1,PSNE,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425244489998,249604511010854,250126699010854,250126723010854,250127509010854,2008,72,97,66,2,REUN,1,REUN,5.0,5.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425246489998,249604511010854,250126699010854,250126723010854,250127513010854,2008,72,97,66,2,RHRE3,1,RHRE3,0.01,0.01,0.0,0.0,0,1,0,,,2015-03-20 16:01:35,
313425249489998,249604511010854,250126699010854,250126723010854,250127514010854,2008,72,97,66,2,STEM3,1,STEM3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425201489998,249604511010854,250126699010854,250126725010854,250127518010854,2008,72,97,66,4,2GRAM,1,2GRAM,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425203489998,249604511010854,250126699010854,250126725010854,250127505010854,2008,72,97,66,4,ANAC4,1,ANAC4,3.0,3.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:35,
313425204489998,249604511010854,250126699010854,250126725010854,250127531010854,2008,72,97,66,4,BABI5,1,BABI5,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425206489998,249604511010854,250126699010854,250126725010854,250127506010854,2008,72,97,66,4,BUSI,1,BUSI,5.0,0.01,5.0,0.0,0,1,0,,,2015-03-20 16:01:35,
313425208489998,249604511010854,250126699010854,250126725010854,250127499010854,2008,72,97,66,4,CARE8,1,CARE8,1.0,1.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:35,
313425209489998,249604511010854,250126699010854,250126725010854,250127526010854,2008,72,97,66,4,CEHI3,1,CEHI3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425211489998,249604511010854,250126699010854,250126725010854,250127521010854,2008,72,97,66,4,CEVI2,1,CEVI2,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425213489998,249604511010854,250126699010854,250126725010854,250127516010854,2008,72,97,66,4,CODI5,1,CODI5,3.0,2.0,1.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425215489998,249604511010854,250126699010854,250126725010854,250127510010854,2008,72,97,66,4,COGL6,1,COGL6,2.0,2.0,0.0,0.0,1,0,0,,,2015-03-20 16:01:35,
313425217489998,249604511010854,250126699010854,250126725010854,250127501010854,2008,72,97,66,4,COHI3,1,COHI3,18.0,18.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:35,
313425234489998,249604511010854,250126699010854,250126725010854,250127502010854,2008,72,97,66,4,OPMO2,1,COMO8,2.0,2.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:35,
313425219489998,249604511010854,250126699010854,250126725010854,250127500010854,2008,72,97,66,4,CRBE4,1,CRBE4,5.0,5.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:35,
313425221489998,249604511010854,250126699010854,250126725010854,250127511010854,2008,72,97,66,4,CRDI8,1,CRDI8,10.0,10.0,0.0,0.0,1,0,0,,,2015-03-20 16:01:35,
313425223489998,249604511010854,250126699010854,250126725010854,250127515010854,2008,72,97,66,4,EUPE8,1,EUPE8,7.0,7.0,1.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425225489998,249604511010854,250126699010854,250126725010854,250127512010854,2008,72,97,66,4,FICI,1,FICI,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425228489998,249604511010854,250126699010854,250126725010854,250127517010854,2008,72,97,66,4,HEJA,1,HEJA,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425230489998,249604511010854,250126699010854,250126725010854,250127530010854,2008,72,97,66,4,MAAM,1,MAAM,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425232489998,249604511010854,250126699010854,250126725010854,250127519010854,2008,72,97,66,4,MEIN7,1,MEIN7,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425236489998,249604511010854,250126699010854,250126725010854,250127508010854,2008,72,97,66,4,OPRE2,1,OPRE2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425237489998,249604511010854,250126699010854,250126725010854,250127523010854,2008,72,97,66,4,PALA12,1,PALA12,2.0,2.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:35,
313425240489998,249604511010854,250126699010854,250126725010854,250127528010854,2008,72,97,66,4,PLOB2,1,PLOB2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425243489998,249604511010854,250126699010854,250126725010854,250127525010854,2008,72,97,66,4,PSNE,1,PSNE,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425245489998,249604511010854,250126699010854,250126725010854,250127509010854,2008,72,97,66,4,REUN,1,REUN,7.0,7.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425247489998,249604511010854,250126699010854,250126725010854,250127529010854,2008,72,97,66,4,SCFR,1,SCFR,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425248489998,249604511010854,250126699010854,250126725010854,250127524010854,2008,72,97,66,4,SIGL4,1,SIGL4,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:35,
313425250489998,249604511010854,250126699010854,250126725010854,250127514010854,2008,72,97,66,4,STEM3,1,STEM3,0.01,0.01,0.0,0.0,1,0,1,,,2015-03-20 16:01:35,
313425251489998,249604511010854,250126699010854,250126725010854,250127527010854,2008,72,97,66,4,STIGM,1,STIGM,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425252489998,249604511010854,250126699010854,250126725010854,250127522010854,2008,72,97,66,4,TIRE,1,TIRE,0.01,0.01,0.0,0.0,0,1,0,,,2015-03-20 16:01:35,
313424990489998,249604505010854,250126694010854,250126715010854,250127378010854,2008,72,97,75,2,ANAC4,1,ANAC4,10.0,10.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424992489998,249604505010854,250126694010854,250126715010854,250127420010854,2008,72,97,75,2,BOSU2,1,BOSU2,20.0,3.0,17.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424995489998,249604505010854,250126694010854,250126715010854,250127419010854,2008,72,97,75,2,CHNI2,1,CHNI2,15.0,15.0,0.0,0.0,1,1,0,,,2015-03-20 16:01:34,
313424996489998,249604505010854,250126694010854,250126715010854,250127413010854,2008,72,97,75,2,COHI3,1,COHI3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424998489998,249604505010854,250126694010854,250126715010854,250127384010854,2008,72,97,75,2,COMI,1,COMI,20.0,10.0,10.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425013489998,249604505010854,250126694010854,250126715010854,250127410010854,2008,72,97,75,2,OPMO2,1,COMO8,1.0,1.0,0.0,0.0,1,1,0,,,2015-03-20 16:01:34,
313425000489998,249604505010854,250126694010854,250126715010854,250127382010854,2008,72,97,75,2,CRBE4,1,CRBE4,18.0,15.0,3.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313425002489998,249604505010854,250126694010854,250126715010854,250127379010854,2008,72,97,75,2,CRDI8,1,CRDI8,12.0,12.0,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313425005489998,249604505010854,250126694010854,250126715010854,250127380010854,2008,72,97,75,2,ERAR17,1,ERAR17,5.0,2.0,3.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425007489998,249604505010854,250126694010854,250126715010854,250127412010854,2008,72,97,75,2,EUPE8,1,EUPE8,2.0,2.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425009489998,249604505010854,250126694010854,250126715010854,250127385010854,2008,72,97,75,2,FICI,1,FICI,3.0,1.0,2.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425010489998,249604505010854,250126694010854,250126715010854,250127417010854,2008,72,97,75,2,HAPO2,1,HAPO2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425011489998,249604505010854,250126694010854,250126715010854,250127416010854,2008,72,97,75,2,MYFR,1,MYFR,5.0,5.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425016489998,249604505010854,250126694010854,250126715010854,250127422010854,2008,72,97,75,2,PABL,1,PABL,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425017489998,249604505010854,250126694010854,250126715010854,250127383010854,2008,72,97,75,2,PLOB2,1,PLOB2,5.0,2.0,3.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425019489998,249604505010854,250126694010854,250126715010854,250127421010854,2008,72,97,75,2,PSMO3,1,PSMO3,0.01,0.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313425021489998,249604505010854,250126694010854,250126715010854,250127418010854,2008,72,97,75,2,RAAC,1,RAAC,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425022489998,249604505010854,250126694010854,250126715010854,250127381010854,2008,72,97,75,2,REUN,1,REUN,30.0,30.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425024489998,249604505010854,250126694010854,250126715010854,250127415010854,2008,72,97,75,2,SEUT2,1,SEUT2,13.0,13.0,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313425026489998,249604505010854,250126694010854,250126715010854,250127414010854,2008,72,97,75,2,SOPE2,1,SORA2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425028489998,249604505010854,250126694010854,250126715010854,250127411010854,2008,72,97,75,2,TIUT,1,TIUT,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424991489998,249604505010854,250126694010854,250126729010854,250127378010854,2008,72,97,75,4,ANAC4,1,ANAC4,17.0,15.0,3.0,0.0,1,1,1,,,2015-03-20 16:01:34,
313424993489998,249604505010854,250126694010854,250126729010854,250127420010854,2008,72,97,75,4,BOSU2,1,BOSU2,11.0,1.0,10.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424994489998,249604505010854,250126694010854,250126729010854,250127423010854,2008,72,97,75,4,BUSI,1,BUSI,7.0,0.0,7.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424997489998,249604505010854,250126694010854,250126729010854,250127413010854,2008,72,97,75,4,COHI3,1,COHI3,3.0,3.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424999489998,249604505010854,250126694010854,250126729010854,250127384010854,2008,72,97,75,4,COMI,1,COMI,20.0,2.0,18.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313425014489998,249604505010854,250126694010854,250126729010854,250127410010854,2008,72,97,75,4,OPMO2,1,COMO8,1.0,1.0,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313425001489998,249604505010854,250126694010854,250126729010854,250127382010854,2008,72,97,75,4,CRBE4,1,CRBE4,7.0,7.0,0.0,0.0,0,1,1,,,2015-03-20 16:01:34,
313425003489998,249604505010854,250126694010854,250126729010854,250127379010854,2008,72,97,75,4,CRDI8,1,CRDI8,20.0,20.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313425004489998,249604505010854,250126694010854,250126729010854,250127426010854,2008,72,97,75,4,CRLU2,1,CRLU2,40.0,40.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:34,
313425006489998,249604505010854,250126694010854,250126729010854,250127380010854,2008,72,97,75,4,ERAR17,1,ERAR17,10.0,1.0,9.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425008489998,249604505010854,250126694010854,250126729010854,250127412010854,2008,72,97,75,4,EUPE8,1,EUPE8,2.0,2.0,1.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313425012489998,249604505010854,250126694010854,250126729010854,250127416010854,2008,72,97,75,4,MYFR,1,MYFR,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425015489998,249604505010854,250126694010854,250126729010854,250127424010854,2008,72,97,75,4,OPRE2,1,OPRE2,0.01,0.01,0.0,0.0,0,1,1,,,2015-03-20 16:01:34,
313425018489998,249604505010854,250126694010854,250126729010854,250127383010854,2008,72,97,75,4,PLOB2,1,PLOB2,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425020489998,249604505010854,250126694010854,250126729010854,250127421010854,2008,72,97,75,4,PSMO3,1,PSMO3,1.0,0.0,1.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313425023489998,249604505010854,250126694010854,250126729010854,250127381010854,2008,72,97,75,4,REUN,1,REUN,16.0,16.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425025489998,249604505010854,250126694010854,250126729010854,250127415010854,2008,72,97,75,4,SEUT2,1,SEUT2,12.0,12.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425027489998,249604505010854,250126694010854,250126729010854,250127425010854,2008,72,97,75,4,STEM3,1,STEM3,2.0,2.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424711489998,249604498010854,250126688010854,250126799010854,250127199010854,2008,72,97,89,2,ANAC4,1,ANAC4,6.0,6.0,2.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424714489998,249604498010854,250126688010854,250126799010854,250127201010854,2008,72,97,89,2,BUSI,1,BUSI,5.0,0.0,5.0,0.01,0,0,0,,,2015-03-20 16:01:34,
313424716489998,249604498010854,250126688010854,250126799010854,250127203010854,2008,72,97,89,2,CHNI2,1,CHNI2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
