CN,PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,SUBP,CONDID,CREATED_DATE,MODIFIED_DATE,MICRCOND_PROP,SUBPCOND_PROP,MACRCOND_PROP,NONFR_INCL_PCT_SUBP,NONFR_INCL_PCT_MACRO,CYCLE,SUBCYCLE
6239976020004,254335864010854,2003,72,1,55,15,3,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239977020004,254335864010854,2003,72,1,55,15,4,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239978020004,254335865010854,2003,72,1,55,18,1,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239150020004,249603974010854,2003,72,1,55,19,1,1,2011-09-29 11:13:32,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239979020004,254335865010854,2003,72,1,55,18,2,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239980020004,254335865010854,2003,72,1,55,18,3,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239981020004,254335865010854,2003,72,1,55,18,4,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239151020004,249603974010854,2003,72,1,55,19,2,1,2011-09-29 11:13:32,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239152020004,249603974010854,2003,72,1,55,19,3,1,2011-09-29 11:13:32,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239153020004,249603974010854,2003,72,1,55,19,4,1,2011-09-29 11:13:32,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239990020004,254335868010854,2003,72,1,57,1,1,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239991020004,254335868010854,2003,72,1,57,1,2,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239992020004,254335868010854,2003,72,1,57,1,3,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239993020004,254335868010854,2003,72,1,57,1,4,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239158020004,249603976010854,2003,72,1,57,7,1,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239159020004,249603976010854,2003,72,1,57,7,2,1,2011-09-29 11:13:33,2024-12-18 09:09:58,0.013291,0.560923,,,,3,3
6239160020004,249603976010854,2003,72,1,57,7,2,2,2011-09-29 11:13:33,2024-12-18 09:09:58,0.986709,0.439077,,,,3,3
6239161020004,249603976010854,2003,72,1,57,7,3,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239162020004,249603976010854,2003,72,1,57,7,4,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239994020004,254335869010854,2003,72,1,57,9,1,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239995020004,254335869010854,2003,72,1,57,9,2,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239996020004,254335869010854,2003,72,1,57,9,3,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239997020004,254335869010854,2003,72,1,57,9,4,1,2011-09-29 11:13:57,2024-12-18 09:09:57,1.0,1.0,,,,3,3
6239998020004,254335871010854,2003,72,1,57,10,1,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239999020004,254335871010854,2003,72,1,57,10,2,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240000020004,254335871010854,2003,72,1,57,10,3,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240001020004,254335871010854,2003,72,1,57,10,4,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239171020004,249603979010854,2003,72,1,59,6,1,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239172020004,249603979010854,2003,72,1,59,6,2,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239173020004,249603979010854,2003,72,1,59,6,3,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239174020004,249603979010854,2003,72,1,59,6,4,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240002020004,254335872010854,2003,72,1,59,8,1,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240003020004,254335872010854,2003,72,1,59,8,2,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240004020004,254335872010854,2003,72,1,59,8,3,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240005020004,254335872010854,2003,72,1,59,8,4,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239163020004,249603977010854,2003,72,1,59,9,1,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239164020004,249603977010854,2003,72,1,59,9,2,2,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239165020004,249603977010854,2003,72,1,59,9,3,2,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239166020004,249603977010854,2003,72,1,59,9,4,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239167020004,249603978010854,2003,72,1,59,11,1,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239168020004,249603978010854,2003,72,1,59,11,2,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239169020004,249603978010854,2003,72,1,59,11,3,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239170020004,249603978010854,2003,72,1,59,11,4,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239175020004,249603980010854,2003,72,1,61,2,1,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239176020004,249603980010854,2003,72,1,61,2,2,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239177020004,249603980010854,2003,72,1,61,2,3,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239178020004,249603980010854,2003,72,1,61,2,4,1,2011-09-29 11:13:33,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239179020004,249603981010854,2003,72,1,63,2,1,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239180020004,249603981010854,2003,72,1,63,2,2,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239184020004,249603982010854,2003,72,1,65,3,2,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239181020004,249603981010854,2003,72,1,63,2,3,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239182020004,249603981010854,2003,72,1,63,2,4,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239183020004,249603982010854,2003,72,1,65,3,1,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239185020004,249603982010854,2003,72,1,65,3,3,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239186020004,249603982010854,2003,72,1,65,3,4,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239187020004,249603983010854,2003,72,1,67,2,1,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239188020004,249603983010854,2003,72,1,67,2,2,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239189020004,249603983010854,2003,72,1,67,2,3,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239190020004,249603983010854,2003,72,1,67,2,4,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240006020004,254335876010854,2003,72,1,69,4,1,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240007020004,254335876010854,2003,72,1,69,4,2,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240008020004,254335876010854,2003,72,1,69,4,3,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240009020004,254335876010854,2003,72,1,69,4,4,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239199020004,249603986010854,2003,72,1,71,2,1,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239200020004,249603986010854,2003,72,1,71,2,2,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239201020004,249603986010854,2003,72,1,71,2,3,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239202020004,249603986010854,2003,72,1,71,2,4,2,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239203020004,249603987010854,2003,72,1,71,3,1,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239204020004,249603987010854,2003,72,1,71,3,2,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239205020004,249603987010854,2003,72,1,71,3,3,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239206020004,249603987010854,2003,72,1,71,3,4,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239195020004,249603985010854,2003,72,1,71,8,1,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239196020004,249603985010854,2003,72,1,71,8,2,2,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239197020004,249603985010854,2003,72,1,71,8,3,2,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239198020004,249603985010854,2003,72,1,71,8,4,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239191020004,249603984010854,2003,72,1,71,10,1,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239192020004,249603984010854,2003,72,1,71,10,2,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239193020004,249603984010854,2003,72,1,71,10,3,1,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239194020004,249603984010854,2003,72,1,71,10,4,2,2011-09-29 11:13:34,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239207020004,249603988010854,2003,72,1,73,2,1,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239208020004,249603988010854,2003,72,1,73,2,2,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239209020004,249603988010854,2003,72,1,73,2,3,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239210020004,249603988010854,2003,72,1,73,2,4,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240010020004,254335880010854,2003,72,1,75,2,1,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240011020004,254335880010854,2003,72,1,75,2,2,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240012020004,254335880010854,2003,72,1,75,2,3,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240013020004,254335880010854,2003,72,1,75,2,4,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240022020004,254335883010854,2003,72,1,75,3,1,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240023020004,254335883010854,2003,72,1,75,3,2,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240024020004,254335883010854,2003,72,1,75,3,3,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240025020004,254335883010854,2003,72,1,75,3,4,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240026020004,254335884010854,2003,72,1,75,4,1,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240027020004,254335884010854,2003,72,1,75,4,2,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240028020004,254335884010854,2003,72,1,75,4,3,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240029020004,254335884010854,2003,72,1,75,4,4,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239220020004,249603991010854,2003,72,1,75,7,1,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239221020004,249603991010854,2003,72,1,75,7,2,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239222020004,249603991010854,2003,72,1,75,7,3,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239223020004,249603991010854,2003,72,1,75,7,4,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239211020004,249603989010854,2003,72,1,75,10,1,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,0.953262,,,,3,3
6239212020004,249603989010854,2003,72,1,75,10,1,2,2011-09-29 11:13:35,2024-12-18 09:09:58,0.0,0.046738,,,,3,3
6239213020004,249603989010854,2003,72,1,75,10,2,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239214020004,249603989010854,2003,72,1,75,10,3,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239215020004,249603989010854,2003,72,1,75,10,4,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239216020004,249603990010854,2003,72,1,75,12,1,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239217020004,249603990010854,2003,72,1,75,12,2,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239218020004,249603990010854,2003,72,1,75,12,3,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239219020004,249603990010854,2003,72,1,75,12,4,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240018020004,254335882010854,2003,72,1,75,13,1,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240019020004,254335882010854,2003,72,1,75,13,2,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240020020004,254335882010854,2003,72,1,75,13,3,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240021020004,254335882010854,2003,72,1,75,13,4,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240014020004,254335881010854,2003,72,1,75,14,1,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240015020004,254335881010854,2003,72,1,75,14,2,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240016020004,254335881010854,2003,72,1,75,14,3,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240017020004,254335881010854,2003,72,1,75,14,4,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240030020004,254335885010854,2003,72,1,79,3,1,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240031020004,254335885010854,2003,72,1,79,3,2,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240032020004,254335885010854,2003,72,1,79,3,3,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239230020004,249603993010854,2003,72,1,79,5,3,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240033020004,254335885010854,2003,72,1,79,3,4,1,2011-09-29 11:13:57,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239228020004,249603993010854,2003,72,1,79,5,1,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239229020004,249603993010854,2003,72,1,79,5,2,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239231020004,249603993010854,2003,72,1,79,5,4,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239232020004,249603994010854,2003,72,1,79,6,1,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239233020004,249603994010854,2003,72,1,79,6,2,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239234020004,249603994010854,2003,72,1,79,6,3,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239235020004,249603994010854,2003,72,1,79,6,4,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240038020004,254335887010854,2003,72,1,79,7,1,1,2011-09-29 11:13:58,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240039020004,254335887010854,2003,72,1,79,7,2,1,2011-09-29 11:13:58,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240040020004,254335887010854,2003,72,1,79,7,3,1,2011-09-29 11:13:58,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240041020004,254335887010854,2003,72,1,79,7,4,1,2011-09-29 11:13:58,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240034020004,254335886010854,2003,72,1,79,8,1,1,2011-09-29 11:13:58,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240035020004,254335886010854,2003,72,1,79,8,2,1,2011-09-29 11:13:58,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240036020004,254335886010854,2003,72,1,79,8,3,1,2011-09-29 11:13:58,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6240037020004,254335886010854,2003,72,1,79,8,4,1,2011-09-29 11:13:58,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239224020004,249603992010854,2003,72,1,79,9,1,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239225020004,249603992010854,2003,72,1,79,9,2,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239226020004,249603992010854,2003,72,1,79,9,3,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239251020004,249603998010854,2003,72,1,81,1,3,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239227020004,249603992010854,2003,72,1,79,9,4,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239249020004,249603998010854,2003,72,1,81,1,1,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239250020004,249603998010854,2003,72,1,81,1,2,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239252020004,249603998010854,2003,72,1,81,1,4,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239253020004,249603999010854,2003,72,1,81,3,1,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239254020004,249603999010854,2003,72,1,81,3,2,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239255020004,249603999010854,2003,72,1,81,3,3,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239256020004,249603999010854,2003,72,1,81,3,4,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239236020004,249603995010854,2003,72,1,81,7,1,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239240020004,249603995010854,2003,72,1,81,7,4,3,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239237020004,249603995010854,2003,72,1,81,7,2,1,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239238020004,249603995010854,2003,72,1,81,7,3,1,2011-09-29 11:13:35,2024-12-18 09:09:58,0.0,0.411687,,,,3,3
6239239020004,249603995010854,2003,72,1,81,7,3,2,2011-09-29 11:13:35,2024-12-18 09:09:58,1.0,0.588313,,,,3,3
6239245020004,249603997010854,2003,72,1,81,9,1,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239246020004,249603997010854,2003,72,1,81,9,2,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239247020004,249603997010854,2003,72,1,81,9,3,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239248020004,249603997010854,2003,72,1,81,9,4,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239241020004,249603996010854,2003,72,1,81,10,1,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239242020004,249603996010854,2003,72,1,81,10,2,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239243020004,249603996010854,2003,72,1,81,10,3,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239244020004,249603996010854,2003,72,1,81,10,4,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239262020004,249604001010854,2003,72,1,83,1,1,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239263020004,249604001010854,2003,72,1,83,1,2,3,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239264020004,249604001010854,2003,72,1,83,1,3,2,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239265020004,249604001010854,2003,72,1,83,1,4,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,0.549897,,,,3,3
6239266020004,249604001010854,2003,72,1,83,1,4,3,2011-09-29 11:13:36,2024-12-18 09:09:58,0.0,0.450103,,,,3,3
6239257020004,249604000010854,2003,72,1,83,3,1,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239258020004,249604000010854,2003,72,1,83,3,2,1,2011-09-29 11:13:36,2024-12-18 09:09:58,0.0,0.417141,,,,3,3
6239259020004,249604000010854,2003,72,1,83,3,2,2,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,0.582859,,,,3,3
6239260020004,249604000010854,2003,72,1,83,3,3,3,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239261020004,249604000010854,2003,72,1,83,3,4,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239267020004,249604002010854,2003,72,1,85,5,1,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239268020004,249604002010854,2003,72,1,85,5,2,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239269020004,249604002010854,2003,72,1,85,5,3,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239270020004,249604002010854,2003,72,1,85,5,4,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239279020004,249604005010854,2003,72,1,91,2,1,1,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239280020004,249604005010854,2003,72,1,91,2,2,1,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239281020004,249604005010854,2003,72,1,91,2,3,2,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239282020004,249604005010854,2003,72,1,91,2,4,1,2011-09-29 11:13:37,2024-12-18 09:09:58,0.631401,0.626076,,,,3,3
6239283020004,249604005010854,2003,72,1,91,2,4,2,2011-09-29 11:13:37,2024-12-18 09:09:58,0.368599,0.373924,,,,3,3
6239275020004,249604004010854,2003,72,1,91,4,1,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239276020004,249604004010854,2003,72,1,91,4,2,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239277020004,249604004010854,2003,72,1,91,4,3,1,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239278020004,249604004010854,2003,72,1,91,4,4,1,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239271020004,249604003010854,2003,72,1,91,5,1,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239272020004,249604003010854,2003,72,1,91,5,2,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239273020004,249604003010854,2003,72,1,91,5,3,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239274020004,249604003010854,2003,72,1,91,5,4,1,2011-09-29 11:13:36,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239288020004,249604007010854,2003,72,1,93,2,1,1,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239289020004,249604007010854,2003,72,1,93,2,2,1,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239290020004,249604007010854,2003,72,1,93,2,3,2,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239291020004,249604007010854,2003,72,1,93,2,4,2,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239304020004,249604011010854,2003,72,1,93,4,1,1,2011-09-29 11:13:38,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239305020004,249604011010854,2003,72,1,93,4,2,1,2011-09-29 11:13:38,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239306020004,249604011010854,2003,72,1,93,4,3,1,2011-09-29 11:13:38,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239307020004,249604011010854,2003,72,1,93,4,4,1,2011-09-29 11:13:38,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239284020004,249604006010854,2003,72,1,93,5,1,1,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239285020004,249604006010854,2003,72,1,93,5,2,1,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239286020004,249604006010854,2003,72,1,93,5,3,1,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239287020004,249604006010854,2003,72,1,93,5,4,1,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239296020004,249604009010854,2003,72,1,93,6,1,1,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239297020004,249604009010854,2003,72,1,93,6,2,1,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
6239298020004,249604009010854,2003,72,1,93,6,3,1,2011-09-29 11:13:37,2024-12-18 09:09:58,1.0,1.0,,,,3,3
