CN,SRV_CN,CTY_CN,PREV_PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,PLOT_STATUS_CD,PLOT_NONSAMPLE_REASN_CD,MEASYEAR,MEASMON,MEASDAY,REMPER,KINDCD,DESIGNCD,RDDISTCD,WATERCD,LAT,LON,ELEV,GROW_TYP_CD,MORT_TYP_CD,P2PANEL,P3PANEL,MANUAL,KINDCD_NC,QA_STATUS,CREATED_DATE,MODIFIED_DATE,MICROPLOT_LOC,DECLINATION,SAMP_METHOD_CD,SUBP_EXAMINE_CD,MACRO_BREAKPOINT_DIA,INTENSITY,CYCLE,SUBCYCLE,TOPO_POSITION_PNW,NF_SAMPLING_STATUS_CD,NF_PLOT_STATUS_CD,NF_PLOT_NONSAMPLE_REASN_CD,P2VEG_SAMPLING_STATUS_CD,P2VEG_SAMPLING_LEVEL_DETAIL_CD,INVASIVE_SAMPLING_STATUS_CD,INVASIVE_SPECIMEN_RULE_CD,DESIGNCD_P2A,MANUAL_DB,SUBPANEL,FUTFORCD_RMRS,MANUAL_NCRS,MANUAL_NERS,MANUAL_RMRS,PAC_ISLAND_PNWRS,PLOT_SEASON_NERS,PREV_MICROPLOT_LOC_RMRS,PREV_PLOT_STATUS_CD_RMRS,REUSECD1,REUSECD2,REUSECD3,GRND_LYR_SAMPLING_STATUS_CD,GRND_LYR_SAMPLING_METHOD_CD
249604192010854,115221423010478,13163739010478,249603598010854,2006,72,1,25,5,2,,2006,3,7,5.0,2,1,,,18.230082,-66.046651,250,2,2,1,1,3.0,,1,2011-09-29 11:16:49,2025-01-10 15:14:22,OFFSET,,1,4,,2,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604193010854,115221423010478,13163740010478,249603599010854,2006,72,1,27,1,2,,2006,6,5,5.0,2,1,,,18.455706,-66.875397,350,2,2,1,1,3.0,,1,2011-09-29 11:16:49,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604194010854,115221423010478,13163741010478,249603600010854,2006,72,1,29,3,1,,2006,3,1,4.9,2,1,4,0,18.311,-65.895926,630,2,2,1,1,3.0,,1,2011-09-29 11:16:49,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604195010854,115221423010478,13163742010478,249603712010854,2006,72,1,31,6,2,,2006,2,23,4.0,2,1,,,18.397583,-65.943558,30,2,2,1,1,3.0,,1,2011-09-29 11:16:49,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604196010854,115221423010478,13163744010478,249603716010854,2006,72,1,35,3,2,,2006,4,27,4.1,2,1,,,18.114969,-66.168823,1280,2,2,1,1,3.0,,1,2011-09-29 11:16:49,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604197010854,115221423010478,13163744010478,249603952010854,2006,72,1,35,4,1,,2006,10,2,3.7,2,1,4,0,18.101758,-66.072357,2270,2,2,1,1,3.0,,1,2011-09-29 11:16:49,2025-01-10 15:14:22,OFFSET,,1,4,,2,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604198010854,115221423010478,13163744010478,249603602010854,2006,72,1,35,5,2,,2006,6,22,5.1,2,1,,,18.126555,-66.10251,1560,2,2,1,1,3.0,,1,2011-09-29 11:16:49,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604199010854,115221423010478,13163745010478,249603719010854,2006,72,1,37,3,1,,2006,10,23,4.7,2,1,5,4,18.258379,-65.675505,590,2,2,1,1,3.0,,1,2011-09-29 11:16:49,2025-01-10 15:14:22,OFFSET,,1,4,,3,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604200010854,115221423010478,13163745010478,249603603010854,2006,72,1,37,18,1,,2006,5,31,5.1,2,1,1,0,18.232231,-65.650664,60,2,2,1,1,3.0,,1,2011-09-29 11:16:50,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604201010854,115221423010478,13163746010478,,2006,72,1,39,5,1,,2006,11,21,,1,1,5,1,18.337676,-66.522529,1100,,,1,1,3.0,,1,2011-09-29 11:16:50,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604202010854,115221423010478,13163748010478,249603964010854,2006,72,1,43,4,2,,2006,4,18,3.0,2,1,,,18.045139,-66.379184,290,2,2,1,1,3.0,,1,2011-09-29 11:16:50,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604203010854,115221423010478,13163748010478,249603605010854,2006,72,1,43,5,1,,2006,4,20,4.9,2,1,1,0,18.122717,-66.358131,1440,2,2,1,1,3.0,,1,2011-09-29 11:16:50,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604205010854,115221423010478,13163749010478,249603606010854,2006,72,1,45,1,1,,2006,10,3,5.4,2,1,4,0,18.228659,-66.188412,940,2,2,1,1,3.0,,1,2011-09-29 11:16:50,2025-01-10 15:14:22,OFFSET,,1,4,,2,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604204010854,115221423010478,13163749010478,249603966010854,2006,72,1,45,3,2,,2006,10,11,3.6,2,1,,,18.207901,-66.224876,770,2,2,1,1,3.0,,1,2011-09-29 11:16:50,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604206010854,115221423010478,13163750010478,249603733010854,2006,72,1,47,2,2,,2006,4,24,4.2,2,1,,,18.279005,-66.328382,1410,2,2,1,1,3.0,,1,2011-09-29 11:16:50,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604207010854,115221423010478,13163752010478,249603736010854,2006,72,1,51,2,2,,2006,2,23,4.0,2,1,,,18.411637,-66.292159,300,2,2,1,1,3.0,,1,2011-09-29 11:16:51,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604210010854,115221423010478,13163755010478,249603608010854,2006,72,1,55,8,1,,2006,7,18,5.1,2,1,7,0,17.972787,-66.92515,20,2,2,1,1,3.0,,1,2011-09-29 11:16:51,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604208010854,115221423010478,13163755010478,249603741010854,2006,72,1,55,12,1,,2006,4,6,3.5,2,1,6,0,17.964684,-66.89202,450,2,2,1,1,3.0,,1,2011-09-29 11:16:51,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604209010854,115221423010478,13163755010478,249603742010854,2006,72,1,55,17,1,,2006,4,5,3.6,2,1,5,0,17.950829,-66.966923,100,2,2,1,1,3.0,,1,2011-09-29 11:16:51,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604211010854,115221423010478,13163756010478,249603743010854,2006,72,1,57,8,1,,2006,4,19,4.3,2,1,4,0,18.085211,-66.072013,2090,2,2,1,1,3.0,,1,2011-09-29 11:16:51,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604212010854,115221423010478,13163756010478,249603745010854,2006,72,1,57,13,1,,2006,4,12,4.1,2,1,6,0,17.993458,-66.152803,660,2,2,1,1,3.0,,1,2011-09-29 11:16:52,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604214010854,115221423010478,13163757010478,249603610010854,2006,72,1,59,5,1,,2006,11,28,5.4,2,1,5,0,18.125418,-66.761182,2930,2,2,1,1,3.0,,7,2011-09-29 11:16:52,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604213010854,115221423010478,13163757010478,249603609010854,2006,72,1,59,12,1,,2006,11,29,5.5,2,1,6,0,18.015628,-66.806969,200,2,2,1,1,3.0,,7,2011-09-29 11:16:52,2025-01-10 15:14:22,OFFSET,,1,4,,2,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604215010854,115221423010478,13163758010478,249603611010854,2006,72,1,61,9,2,,2006,2,22,4.8,2,1,,,18.341943,-66.129153,430,2,2,1,1,3.0,,1,2011-09-29 11:16:52,2025-01-10 15:14:22,OFFSET,,1,4,,2,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604216010854,115221423010478,13163759010478,249603981010854,2006,72,1,63,2,1,,2006,5,23,,1,1,3,0,18.288435,-66.017778,310,,,1,1,3.0,,1,2011-09-29 11:16:52,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604217010854,115221423010478,13163760010478,249603756010854,2006,72,1,65,4,1,,2006,6,29,4.4,2,1,4,4,18.341866,-66.78424,1070,2,2,1,1,3.0,,1,2011-09-29 11:16:53,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604218010854,115221423010478,13163760010478,249603612010854,2006,72,1,65,5,1,,2006,9,21,5.3,2,1,3,0,18.465971,-66.820122,190,2,2,1,1,3.0,,1,2011-09-29 11:16:53,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604220010854,115221423010478,13163762010478,249603613010854,2006,72,1,69,1,1,,2006,6,21,5.2,2,1,1,0,18.104182,-65.827667,150,2,2,1,1,3.0,,1,2011-09-29 11:16:53,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604219010854,115221423010478,13163762010478,249603772010854,2006,72,1,69,5,1,,2006,6,1,4.3,2,1,1,0,18.118391,-65.852611,720,2,2,1,1,3.0,,1,2011-09-29 11:16:53,2025-01-10 15:14:22,OFFSET,,1,4,,2,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604221010854,115221423010478,13163763010478,249603986010854,2006,72,1,71,2,1,,2006,8,29,3.5,2,1,5,0,18.39067,-66.955757,820,2,2,1,1,3.0,,1,2011-09-29 11:16:53,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604222010854,115221423010478,13163763010478,249603782010854,2006,72,1,71,4,2,,2006,6,6,4.3,2,1,,,18.516642,-67.098196,0,2,2,1,1,3.0,,1,2011-09-29 11:16:53,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604223010854,115221423010478,13163763010478,249603614010854,2006,72,1,71,7,1,,2006,9,6,5.2,2,1,6,0,18.445918,-66.982284,520,2,2,1,1,3.0,,1,2011-09-29 11:16:53,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604224010854,115221423010478,13163764010478,249603787010854,2006,72,1,73,3,2,,2006,6,6,4.2,2,1,,,18.210413,-66.561242,1710,2,2,1,1,3.0,,1,2011-09-29 11:16:54,2025-01-10 15:14:22,OFFSET,,1,4,,2,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604225010854,115221423010478,13163764010478,249603790010854,2006,72,1,73,13,1,,2006,8,24,3.7,2,1,5,1,18.261736,-66.559051,1810,2,2,1,1,3.0,,1,2011-09-29 11:16:54,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249605088010854,115221423010478,13163764010478,249603615010854,2006,72,1,73,15,1,,2006,10,16,5.4,2,1,2,0,18.231638,-66.584282,1950,2,2,1,1,3.0,,1,2011-09-29 11:17:29,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604228010854,115221423010478,13163765010478,249603797010854,2006,72,1,75,5,1,,2006,3,23,3.5,2,1,1,1,17.984541,-66.518949,10,2,2,1,1,3.0,,1,2011-09-29 11:16:54,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604226010854,115221423010478,13163765010478,249603792010854,2006,72,1,75,9,1,,2006,4,4,3.5,2,1,4,0,18.041471,-66.430466,280,2,2,1,1,3.0,,1,2011-09-29 11:16:54,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604227010854,115221423010478,13163765010478,249603795010854,2006,72,1,75,11,2,,2006,3,13,4.0,2,1,,,18.008839,-66.505267,30,2,2,1,1,3.0,,1,2011-09-29 11:16:54,2025-01-10 15:14:22,OFFSET,,1,4,,2,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604229010854,115221423010478,13163766010478,249603616010854,2006,72,1,77,2,2,,2006,3,6,5.0,2,1,,,18.236151,-65.907179,220,2,2,1,1,3.0,,1,2011-09-29 11:16:54,2025-01-10 15:14:22,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604232010854,115221423010478,13163767010478,249603617010854,2006,72,1,79,2,2,,2006,7,7,5.1,2,1,,,18.009313,-67.070698,50,2,2,1,1,3.0,,1,2011-09-29 11:16:55,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604231010854,115221423010478,13163767010478,249603994010854,2006,72,1,79,6,1,,2006,8,23,3.3,2,1,5,0,17.98089,-67.077918,120,2,2,1,1,3.0,,1,2011-09-29 11:16:55,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604230010854,115221423010478,13163767010478,249603992010854,2006,72,1,79,9,1,,2006,8,3,3.2,2,1,5,0,17.975828,-66.973579,50,2,2,1,1,3.0,,1,2011-09-29 11:16:54,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604233010854,115221423010478,13163768010478,249603804010854,2006,72,1,81,5,2,,2006,8,10,4.0,2,1,,,18.233216,-66.896173,1040,2,2,1,1,3.0,,1,2011-09-29 11:16:55,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604234010854,115221423010478,13163768010478,249603618010854,2006,72,1,81,8,1,,2006,11,15,5.4,2,1,5,1,18.234765,-66.84686,1160,2,2,1,1,3.0,,1,2011-09-29 11:16:55,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604235010854,115221423010478,13163769010478,249603619010854,2006,72,1,83,2,1,,2006,9,14,5.3,2,1,5,0,18.264228,-66.943729,390,2,2,1,1,3.0,,1,2011-09-29 11:16:55,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604236010854,115221423010478,13163771010478,249603621010854,2006,72,1,87,3,1,,2006,2,14,4.9,2,1,2,5,18.447325,-65.964736,0,2,2,1,1,3.0,,1,2011-09-29 11:16:55,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604237010854,115221423010478,13163772010478,249603622010854,2006,72,1,89,3,1,,2006,3,8,4.9,2,1,3,0,18.341617,-65.738786,330,2,2,1,1,3.0,,1,2011-09-29 11:16:56,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604238010854,115221423010478,13163772010478,249603809010854,2006,72,1,89,5,1,,2006,10,30,4.7,2,1,5,1,18.313569,-65.707715,750,2,2,1,1,3.0,,1,2011-09-29 11:16:56,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604240010854,115221423010478,13163773010478,249603815010854,2006,72,1,91,1,1,,2006,6,28,4.4,2,1,4,0,18.372189,-66.474155,650,2,2,1,1,3.0,,1,2011-09-29 11:16:56,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604239010854,115221423010478,13163773010478,249604003010854,2006,72,1,91,5,2,,2006,5,25,3.3,2,1,,,18.455002,-66.52297,10,2,2,1,1,3.0,,1,2011-09-29 11:16:56,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604241010854,115221423010478,13163773010478,249603623010854,2006,72,1,91,6,2,,2006,2,28,4.9,2,1,,,18.449859,-66.471148,70,2,2,1,1,3.0,,1,2011-09-29 11:16:57,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604242010854,115221423010478,13163774010478,249604011010854,2006,72,1,93,4,1,,2006,8,16,3.2,2,1,4,0,18.14412,-66.974317,2870,2,2,1,1,3.0,,1,2011-09-29 11:16:57,2025-01-10 15:14:09,OFFSET,,1,4,,3,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249605089010854,115221423010478,13163774010478,249604009010854,2006,72,1,93,6,1,,2006,8,22,3.2,2,1,3,0,18.149709,-66.985066,2580,2,2,1,1,3.0,,1,2011-09-29 11:17:30,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604243010854,115221423010478,13163775010478,249603624010854,2006,72,1,95,4,2,,2006,6,22,5.1,2,1,,,18.017491,-65.905509,100,2,2,1,1,3.0,,1,2011-09-29 11:16:57,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604246010854,115221423010478,13163776010478,,2006,72,1,97,39,1,,2006,9,20,,1,1,5,1,18.187849,-67.099253,500,,,1,1,3.0,,1,2011-09-29 11:16:57,2025-01-10 15:14:09,OFFSET,,1,4,,2,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604244010854,115221423010478,13163776010478,249603625010854,2006,72,1,97,168,1,,2006,9,19,5.3,2,1,4,0,18.232208,-67.095101,580,2,2,1,1,3.0,,1,2011-09-29 11:16:57,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604245010854,115221423010478,13163776010478,249603819010854,2006,72,1,97,196,1,,2006,5,16,4.0,2,1,2,0,18.205704,-67.069206,650,2,2,1,1,3.0,,1,2011-09-29 11:16:57,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604247010854,115221423010478,13163777010478,249603823010854,2006,72,1,99,2,2,,2006,5,8,4.0,2,1,,,18.390225,-67.116565,90,2,2,1,1,3.0,,1,2011-09-29 11:16:58,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604249010854,115221423010478,13163778010478,249603626010854,2006,72,1,101,2,1,,2006,11,22,5.4,2,1,5,0,18.330155,-66.445676,770,2,2,1,1,3.0,,1,2011-09-29 11:16:58,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604248010854,115221423010478,13163778010478,249603828010854,2006,72,1,101,3,2,,2006,10,12,4.7,2,1,,,18.37324,-66.419462,510,2,2,1,1,3.0,,1,2011-09-29 11:16:58,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249605091010854,115221423010478,13163779010478,249603831010854,2006,72,1,103,13,1,,2006,10,24,4.6,2,1,5,4,18.231122,-65.789378,350,2,2,1,1,3.0,,1,2011-09-29 11:17:30,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604250010854,115221423010478,13163779010478,249603627010854,2006,72,1,103,14,1,,2006,6,27,5.2,2,1,5,0,18.224021,-65.756766,90,2,2,1,1,3.0,,1,2011-09-29 11:16:58,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604252010854,115221423010478,13163781010478,249604024010854,2006,72,1,107,7,1,,2006,10,17,3.5,2,1,3,1,18.204056,-66.420247,2990,2,2,1,1,3.0,,1,2011-09-29 11:16:58,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604251010854,115221423010478,13163781010478,249603836010854,2006,72,1,107,8,1,,2006,10,18,4.6,2,1,2,4,18.204935,-66.377847,2650,2,2,1,1,3.0,,1,2011-09-29 11:16:58,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604253010854,115221423010478,13163782010478,249603840010854,2006,72,1,109,2,1,,2006,6,20,4.2,2,1,2,1,18.069354,-66.058717,740,2,2,1,1,3.0,,1,2011-09-29 11:16:59,2025-01-10 15:14:09,OFFSET,,1,4,,2,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604254010854,115221423010478,13163782010478,249604029010854,2006,72,1,109,4,1,,2006,11,20,3.5,2,1,4,0,18.041627,-65.994807,980,2,2,1,1,3.0,,1,2011-09-29 11:16:59,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249605092010854,115221423010478,13163782010478,249604026010854,2006,72,1,109,6,1,,2006,10,31,3.8,2,1,2,1,18.092367,-66.036182,2070,2,2,1,1,3.0,,1,2011-09-29 11:17:30,2025-01-10 15:14:09,OFFSET,,1,4,,3,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604255010854,115221423010478,13163782010478,249604030010854,2006,72,1,109,9,1,,2006,11,1,3.4,2,1,5,1,17.986609,-65.951027,1290,2,2,1,1,3.0,,1,2011-09-29 11:16:59,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604257010854,115221423010478,13163783010478,249603630010854,2006,72,1,111,6,2,,2006,3,27,4.9,2,1,,,18.010429,-66.700957,400,2,2,1,1,3.0,,1,2011-09-29 11:16:59,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604256010854,115221423010478,13163783010478,249604033010854,2006,72,1,111,7,1,,2006,3,29,2.9,2,1,2,0,18.095091,-66.751554,1990,2,2,1,1,3.0,,1,2011-09-29 11:16:59,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604259010854,115221423010478,13163784010478,249604034010854,2006,72,1,113,1,2,,2006,3,20,2.9,2,1,,,17.966917,-66.575492,0,2,2,1,1,3.0,,1,2011-09-29 11:17:00,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604258010854,115221423010478,13163784010478,249603842010854,2006,72,1,113,8,1,,2006,3,28,4.0,2,1,6,0,18.080936,-66.599548,1120,2,2,1,1,3.0,,1,2011-09-29 11:16:59,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604261010854,115221423010478,13163784010478,249603632010854,2006,72,1,113,17,1,,2006,3,22,4.9,2,1,4,0,18.011151,-66.556909,30,2,2,1,1,3.0,,1,2011-09-29 11:17:00,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604260010854,115221423010478,13163784010478,249603631010854,2006,72,1,113,24,1,,2006,3,22,4.8,2,1,4,0,18.122076,-66.645755,1970,2,2,1,1,3.0,,1,2011-09-29 11:17:00,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604262010854,115221423010478,13163786010478,249604039010854,2006,72,1,117,3,1,,2006,5,18,3.1,2,1,2,0,18.318391,-67.212089,290,2,2,1,1,3.0,,1,2011-09-29 11:17:00,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604265010854,115221423010478,13163787010478,249604043010854,2006,72,1,119,5,1,,2006,10,26,3.8,2,1,4,1,18.297798,-65.781758,2270,2,2,1,1,3.0,,1,2011-09-29 11:17:00,2025-01-10 15:14:09,OFFSET,,1,4,,2,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604264010854,115221423010478,13163787010478,249603853010854,2006,72,1,119,25,1,,2006,10,12,4.6,2,1,3,4,18.346492,-65.818727,130,2,2,1,1,3.0,,1,2011-09-29 11:17:00,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604263010854,115221423010478,13163787010478,249603852010854,2006,72,1,119,26,2,,2006,3,9,4.1,2,1,,,18.390691,-65.794496,0,2,2,1,1,3.0,,1,2011-09-29 11:17:00,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604266010854,115221423010478,13163788010478,249603856010854,2006,72,1,121,2,1,,2006,5,2,3.5,2,1,3,4,18.127348,-66.951382,2160,2,2,1,1,3.0,,1,2011-09-29 11:17:01,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604267010854,115221423010478,13163789010478,249603865010854,2006,72,1,123,5,1,,2006,4,11,3.5,2,1,2,0,17.950518,-66.266217,0,2,2,1,1,3.0,,1,2011-09-29 11:17:01,2025-01-10 15:14:09,OFFSET,,1,4,,2,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604269010854,115221423010478,13163789010478,249603634010854,2006,72,1,123,6,1,,2006,4,25,5.0,2,1,7,2,17.927807,-66.247674,0,2,2,1,1,3.0,,1,2011-09-29 11:17:01,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604268010854,115221423010478,13163789010478,249603633010854,2006,72,1,123,9,2,,2006,4,18,5.0,2,1,,,18.013878,-66.302934,190,2,2,1,1,3.0,,1,2011-09-29 11:17:01,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604271010854,115221423010478,13163790010478,249604045010854,2006,72,1,125,3,1,,2006,7,25,3.1,2,1,3,0,18.117456,-66.983462,1140,2,2,1,1,3.0,,1,2011-09-29 11:17:01,2025-01-10 15:14:09,OFFSET,,1,4,,2,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604273010854,115221423010478,13163790010478,249603635010854,2006,72,1,125,5,1,,2006,7,27,5.1,2,1,4,0,18.118963,-67.043068,250,2,2,1,1,3.0,,1,2011-09-29 11:17:02,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
249604270010854,115221423010478,13163790010478,249603866010854,2006,72,1,125,9,1,,2006,7,26,3.6,2,1,4,0,18.162059,-67.035459,1380,2,2,1,1,3.0,,1,2011-09-29 11:17:01,2025-01-10 15:14:09,OFFSET,,1,4,,1,4,1,,,,,,,,,,9.3,0,,,,,,,,,,,,,
