CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,SEGMNT,MEASYEAR,CONDID,SLOPE_BEGNDIST,SLOPE_ENDDIST,SLOPE,HORIZ_LENGTH,HORIZ_BEGNDIST,HORIZ_ENDDIST,CREATED_DATE,MODIFIED_DATE,SEGMNT_STATUS_CD,SEGMNT_NONSAMPLE_REASN_CD,TRANSECT_LENGTH
218175188020004,249604271010854,2006,72,125,3,1,30,1,2006,1,0.0,26.832815729997,50,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175189020004,249604271010854,2006,72,125,3,1,150,1,2006,1,0.0,30.734996339678,80,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175190020004,249604271010854,2006,72,125,3,1,270,1,2006,1,0.0,30.734996339678,80,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175191020004,249604271010854,2006,72,125,3,2,30,1,2006,1,0.0,26.832815729997,50,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175192020004,249604271010854,2006,72,125,3,2,150,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175193020004,249604271010854,2006,72,125,3,2,270,1,2006,1,0.0,27.988569095257,60,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175194020004,249604271010854,2006,72,125,3,3,30,1,2006,1,0.0,27.988569095257,60,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175195020004,249604271010854,2006,72,125,3,3,150,1,2006,1,0.0,30.0,75,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175196020004,249604271010854,2006,72,125,3,3,270,1,2006,1,0.0,24.11970149069,10,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175197020004,249604271010854,2006,72,125,3,4,30,1,2006,1,0.0,27.988569095257,60,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175198020004,249604271010854,2006,72,125,3,4,150,1,2006,1,0.0,27.988569095257,60,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175199020004,249604271010854,2006,72,125,3,4,270,1,2006,1,0.0,24.738633753706,25,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175200020004,249604273010854,2006,72,125,5,1,30,1,2006,1,0.0,31.498571396176,85,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175201020004,249604273010854,2006,72,125,5,1,150,1,2006,1,0.0,24.475293665245,20,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175202020004,249604273010854,2006,72,125,5,1,270,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175203020004,249604273010854,2006,72,125,5,2,30,1,2006,1,0.0,25.848791074246,40,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175204020004,249604273010854,2006,72,125,5,2,150,1,2006,1,0.0,25.427544120501,35,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175205020004,249604273010854,2006,72,125,5,2,270,1,2006,1,0.0,26.318054639354,45,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175206020004,249604273010854,2006,72,125,5,3,30,1,2006,1,0.0,24.11970149069,10,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175207020004,249604273010854,2006,72,125,5,3,150,1,2006,1,0.0,24.11970149069,10,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175208020004,249604273010854,2006,72,125,5,3,270,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175209020004,249604273010854,2006,72,125,5,4,30,1,2006,1,0.0,25.056735621385,30,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175210020004,249604273010854,2006,72,125,5,4,150,1,2006,1,0.0,24.475293665245,20,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175211020004,249604273010854,2006,72,125,5,4,270,1,2006,1,0.0,24.738633753706,25,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175176020004,249604270010854,2006,72,125,9,1,30,1,2006,1,0.0,24.475293665245,20,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175177020004,249604270010854,2006,72,125,9,1,150,1,2006,1,0.0,24.475293665245,20,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175178020004,249604270010854,2006,72,125,9,1,270,1,2006,1,0.0,24.11970149069,10,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175179020004,249604270010854,2006,72,125,9,2,30,1,2006,1,0.0,25.056735621385,30,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175180020004,249604270010854,2006,72,125,9,2,150,1,2006,1,0.0,25.848791074246,40,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175181020004,249604270010854,2006,72,125,9,2,270,1,2006,1,0.0,24.11970149069,10,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175182020004,249604270010854,2006,72,125,9,3,30,1,2006,1,0.0,28.624465060504,65,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175183020004,249604270010854,2006,72,125,9,3,150,1,2006,1,0.0,24.475293665245,20,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175184020004,249604270010854,2006,72,125,9,3,270,1,2006,1,0.0,26.318054639354,45,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175185020004,249604270010854,2006,72,125,9,4,30,1,2006,1,0.0,25.848791074246,40,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175186020004,249604270010854,2006,72,125,9,4,150,1,2006,1,0.0,26.832815729997,50,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175187020004,249604270010854,2006,72,125,9,4,270,1,2006,1,0.0,35.678564993564,110,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180072020004,249604272010854,2006,72,125,12,1,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180073020004,249604272010854,2006,72,125,12,1,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180074020004,249604272010854,2006,72,125,12,1,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180075020004,249604272010854,2006,72,125,12,2,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180076020004,249604272010854,2006,72,125,12,2,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180077020004,249604272010854,2006,72,125,12,2,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180078020004,249604272010854,2006,72,125,12,3,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180079020004,249604272010854,2006,72,125,12,3,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180080020004,249604272010854,2006,72,125,12,3,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180081020004,249604272010854,2006,72,125,12,4,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180082020004,249604272010854,2006,72,125,12,4,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180083020004,249604272010854,2006,72,125,12,4,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180084020004,249604274010854,2006,72,127,5,1,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180085020004,249604274010854,2006,72,127,5,1,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180086020004,249604274010854,2006,72,127,5,1,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180087020004,249604274010854,2006,72,127,5,2,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180088020004,249604274010854,2006,72,127,5,2,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180089020004,249604274010854,2006,72,127,5,2,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180090020004,249604274010854,2006,72,127,5,3,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180091020004,249604274010854,2006,72,127,5,3,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180092020004,249604274010854,2006,72,127,5,3,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180096020004,249604275010854,2006,72,127,6,1,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180093020004,249604274010854,2006,72,127,5,4,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180094020004,249604274010854,2006,72,127,5,4,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180095020004,249604274010854,2006,72,127,5,4,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180097020004,249604275010854,2006,72,127,6,1,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180098020004,249604275010854,2006,72,127,6,1,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180099020004,249604275010854,2006,72,127,6,2,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180100020004,249604275010854,2006,72,127,6,2,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180101020004,249604275010854,2006,72,127,6,2,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180102020004,249604275010854,2006,72,127,6,3,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180103020004,249604275010854,2006,72,127,6,3,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180104020004,249604275010854,2006,72,127,6,3,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180105020004,249604275010854,2006,72,127,6,4,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180106020004,249604275010854,2006,72,127,6,4,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180107020004,249604275010854,2006,72,127,6,4,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175227020004,249604277010854,2006,72,129,5,2,30,1,2006,1,0.0,25.427544120501,35,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175224020004,249604277010854,2006,72,129,5,1,30,1,2006,1,0.0,27.988569095257,60,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175225020004,249604277010854,2006,72,129,5,1,150,1,2006,1,0.0,24.738633753706,25,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175226020004,249604277010854,2006,72,129,5,1,270,1,2006,1,0.0,24.738633753706,25,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175228020004,249604277010854,2006,72,129,5,2,150,1,2006,1,0.0,24.11970149069,10,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175229020004,249604277010854,2006,72,129,5,2,270,1,2006,1,0.0,26.832815729997,50,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175230020004,249604277010854,2006,72,129,5,3,30,1,2006,1,0.0,25.427544120501,35,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175231020004,249604277010854,2006,72,129,5,3,150,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175232020004,249604277010854,2006,72,129,5,3,270,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175233020004,249604277010854,2006,72,129,5,4,30,1,2006,1,0.0,26.318054639354,45,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175234020004,249604277010854,2006,72,129,5,4,150,1,2006,1,0.0,25.056735621385,30,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175235020004,249604277010854,2006,72,129,5,4,270,1,2006,1,0.0,24.475293665245,20,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175212020004,249604276010854,2006,72,129,6,1,30,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175213020004,249604276010854,2006,72,129,6,1,150,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175214020004,249604276010854,2006,72,129,6,1,270,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175215020004,249604276010854,2006,72,129,6,2,30,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175216020004,249604276010854,2006,72,129,6,2,150,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175217020004,249604276010854,2006,72,129,6,2,270,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175218020004,249604276010854,2006,72,129,6,3,30,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175219020004,249604276010854,2006,72,129,6,3,150,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175220020004,249604276010854,2006,72,129,6,3,270,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175221020004,249604276010854,2006,72,129,6,4,30,1,2006,2,0.0,25.427544120501,35,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175222020004,249604276010854,2006,72,129,6,4,150,1,2006,2,0.0,24.11970149069,10,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175223020004,249604276010854,2006,72,129,6,4,270,1,2006,2,0.0,35.678564993564,110,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175236020004,249604280010854,2006,72,131,2,1,30,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175237020004,249604280010854,2006,72,131,2,1,150,1,2006,1,0.0,24.029981273401,5,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175238020004,249604280010854,2006,72,131,2,1,270,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175239020004,249604280010854,2006,72,131,2,2,30,1,2006,1,0.0,3.8,0,3.8,0.0,3.8,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175240020004,249604280010854,2006,72,131,2,2,150,1,2006,1,0.0,24.029981273401,5,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175241020004,249604280010854,2006,72,131,2,2,270,1,2006,1,0.0,24.11970149069,10,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175242020004,249604280010854,2006,72,131,2,3,30,1,2006,2,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175243020004,249604280010854,2006,72,131,2,3,150,1,2006,2,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175244020004,249604280010854,2006,72,131,2,3,270,1,2006,2,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175245020004,249604280010854,2006,72,131,2,4,30,1,2006,1,0.0,24.11970149069,10,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175246020004,249604280010854,2006,72,131,2,4,150,1,2006,1,0.0,24.029981273401,5,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175247020004,249604280010854,2006,72,131,2,4,270,1,2006,1,0.0,25.056735621385,30,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180108020004,249604278010854,2006,72,131,3,1,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180109020004,249604278010854,2006,72,131,3,1,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180110020004,249604278010854,2006,72,131,3,1,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180111020004,249604278010854,2006,72,131,3,2,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180112020004,249604278010854,2006,72,131,3,2,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180113020004,249604278010854,2006,72,131,3,2,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180114020004,249604278010854,2006,72,131,3,3,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180115020004,249604278010854,2006,72,131,3,3,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180116020004,249604278010854,2006,72,131,3,3,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180117020004,249604278010854,2006,72,131,3,4,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180118020004,249604278010854,2006,72,131,3,4,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180119020004,249604278010854,2006,72,131,3,4,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180120020004,249604279010854,2006,72,131,4,1,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180121020004,249604279010854,2006,72,131,4,1,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180122020004,249604279010854,2006,72,131,4,1,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180123020004,249604279010854,2006,72,131,4,2,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180124020004,249604279010854,2006,72,131,4,2,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180125020004,249604279010854,2006,72,131,4,2,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180126020004,249604279010854,2006,72,131,4,3,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180127020004,249604279010854,2006,72,131,4,3,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180128020004,249604279010854,2006,72,131,4,3,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180129020004,249604279010854,2006,72,131,4,4,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180130020004,249604279010854,2006,72,131,4,4,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180131020004,249604279010854,2006,72,131,4,4,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175248020004,249604281010854,2006,72,131,5,1,30,1,2006,1,0.0,24.475293665245,20,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175249020004,249604281010854,2006,72,131,5,1,150,1,2006,1,0.0,24.11970149069,10,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175250020004,249604281010854,2006,72,131,5,1,270,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175251020004,249604281010854,2006,72,131,5,2,30,1,2006,1,0.0,25.848791074246,40,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175252020004,249604281010854,2006,72,131,5,2,150,1,2006,1,0.0,24.268498099388,15,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175253020004,249604281010854,2006,72,131,5,2,270,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175254020004,249604281010854,2006,72,131,5,3,30,1,2006,2,0.0,24.475293665245,20,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175255020004,249604281010854,2006,72,131,5,3,150,1,2006,2,0.0,24.11970149069,10,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175256020004,249604281010854,2006,72,131,5,3,270,1,2006,2,0.0,24.268498099388,15,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175257020004,249604281010854,2006,72,131,5,4,30,1,2006,3,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175258020004,249604281010854,2006,72,131,5,4,150,1,2006,3,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175259020004,249604281010854,2006,72,131,5,4,270,1,2006,3,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175260020004,249604282010854,2006,72,133,2,1,30,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175261020004,249604282010854,2006,72,133,2,1,150,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175262020004,249604282010854,2006,72,133,2,1,270,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175263020004,249604282010854,2006,72,133,2,2,30,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175264020004,249604282010854,2006,72,133,2,2,150,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175265020004,249604282010854,2006,72,133,2,2,270,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175266020004,249604282010854,2006,72,133,2,3,30,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175267020004,249604282010854,2006,72,133,2,3,150,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175268020004,249604282010854,2006,72,133,2,3,270,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175269020004,249604282010854,2006,72,133,2,4,30,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175270020004,249604282010854,2006,72,133,2,4,150,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218175271020004,249604282010854,2006,72,133,2,4,270,1,2006,1,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180132020004,249604283010854,2006,72,133,6,1,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180133020004,249604283010854,2006,72,133,6,1,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180134020004,249604283010854,2006,72,133,6,1,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180135020004,249604283010854,2006,72,133,6,2,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180136020004,249604283010854,2006,72,133,6,2,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180137020004,249604283010854,2006,72,133,6,2,270,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180138020004,249604283010854,2006,72,133,6,3,30,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
218180142020004,249604283010854,2006,72,133,6,4,150,1,2006,,0.0,24.0,0,24.0,0.0,24.0,2013-10-21 14:55:39,2023-08-10 13:09:53,,,
