CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,MEASDAY,MEASMON,MEASYEAR,QASTATCD,CRWTYPCD,SMPKNDCD,CREATED_DATE,MODIFIED_DATE,CWD_SAMPLE_METHOD,FWD_SAMPLE_METHOD,MICR_SAMPLE_METHOD,DLF_SAMPLE_METHOD,PILE_SAMPLE_METHOD,DWM_SAMPLING_STATUS_CD,DWM_NBR_SUBP,DWM_NBR_SUBP_TRANSECT,DWM_SUBPLIST,DWM_TRANSECT_LENGTH,QA_STATUS
442522599489998,253419285010854,2011,72,127,6,2,11,2011,1,,2,2016-12-16 15:17:31,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
442522569489998,253419207010854,2011,72,129,5,23,9,2011,1,,2,2016-12-16 15:17:31,2025-01-10 15:14:13,1,2,1,2,2,,,,,,1
311811716489998,253419199010854,2011,72,129,6,10,2,2011,1,,2,2015-03-17 15:10:57,2025-01-10 15:14:13,1,2,1,2,2,,,,,,1
311813664489998,253419231010854,2011,72,131,2,22,6,2011,1,,2,2015-03-17 15:10:58,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
442522560489998,253419238010854,2011,72,131,3,22,6,2011,1,,2,2016-12-16 15:17:31,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
442522593489998,253419244010854,2011,72,131,4,22,6,2011,1,,2,2016-12-16 15:17:31,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311813310489998,253419232010854,2011,72,131,5,27,6,2011,1,,2,2015-03-17 15:10:58,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311810320489998,253419186010854,2011,72,133,2,12,5,2011,1,,2,2015-03-17 15:10:57,2025-01-10 15:14:13,1,2,1,2,2,,,,,,1
442522598489998,253419175010854,2011,72,133,6,18,4,2011,1,,2,2016-12-16 15:17:31,2025-01-10 15:14:13,1,2,1,2,2,,,,,,1
311813972489998,253419236010854,2011,72,135,1,1,12,2011,1,,2,2015-03-17 15:10:58,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
442522587489998,253419302010854,2011,72,137,1,7,2,2011,1,,2,2016-12-16 15:17:31,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311813722489998,253419234010854,2011,72,139,1,8,11,2011,1,,2,2015-03-17 15:10:58,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311814447489998,253419246010854,2011,72,141,2,29,6,2011,1,,2,2015-03-17 15:10:58,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
442522566489998,253419296010854,2011,72,141,3,29,6,2011,1,,2,2016-12-16 15:17:31,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
442522572489998,253419245010854,2011,72,141,11,4,10,2011,1,,1,2016-12-16 15:17:31,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311814767489998,253419251010854,2011,72,141,14,6,7,2011,1,,2,2015-03-17 15:10:58,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311817244489998,253419286010854,2011,72,143,1,18,8,2011,1,,2,2015-03-17 15:10:59,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311816983489998,253419278010854,2011,72,145,8,24,2,2011,1,,2,2015-03-17 15:10:59,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311811909489998,253419209010854,2011,72,149,1,7,6,2011,1,,2,2015-03-17 15:10:57,2025-01-10 15:14:13,1,2,1,2,2,,,,,,1
311811568489998,253419210010854,2011,72,149,4,31,8,2011,1,,2,2015-03-17 15:10:57,2025-01-10 15:14:13,1,2,1,2,2,,,,,,1
442522595489998,253419220010854,2011,72,151,8,19,5,2011,1,,2,2016-12-16 15:17:31,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311812468489998,253419217010854,2011,72,153,1,20,7,2011,1,,2,2015-03-17 15:10:57,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311809282489998,253419172010854,2011,72,153,2,19,3,2011,1,,2,2015-03-17 15:10:56,2025-01-10 15:14:13,1,2,1,2,2,,,,,,1
311809664489998,253419178010854,2011,72,153,3,12,7,2011,1,,2,2015-03-17 15:10:56,2025-01-10 15:14:13,1,2,1,2,2,,,,,,1
442522590489998,253419205010854,2011,72,153,10,29,8,2011,1,,2,2016-12-16 15:17:31,2025-01-10 15:14:13,1,2,1,2,2,,,,,,1
311817976489998,253419293010854,2011,72,153,11,13,7,2011,1,,2,2015-03-17 15:10:59,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311812787489998,253419222010854,2011,72,153,12,29,8,2011,1,,2,2015-03-17 15:10:57,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311826815489998,197190535020004,2013,72,97,1,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826134489998,197190519020004,2013,72,97,2,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311800540489998,197190464020004,2013,72,97,3,4,6,2014,7,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,7
311821942489998,197190434020004,2013,72,97,4,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311821490489998,197190428020004,2013,72,97,5,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311827599489998,197190547020004,2013,72,97,6,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311823797489998,197190471020004,2013,72,97,7,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311824639489998,197190492020004,2013,72,97,8,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826457489998,197190526020004,2013,72,97,9,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311828693489998,197190564020004,2013,72,97,10,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311827293489998,197190544020004,2013,72,97,11,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311819168489998,197190392020004,2013,72,97,12,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311822788489998,197190447020004,2013,72,97,13,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826196489998,197190520020004,2013,72,97,14,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311820289489998,197190410020004,2013,72,97,15,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311828839489998,197190567020004,2013,72,97,16,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311827063489998,197190539020004,2013,72,97,17,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311825452489998,197190507020004,2013,72,97,18,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311828547489998,197190561020004,2013,72,97,19,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311800622489998,197190465020004,2013,72,97,20,11,6,2014,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311822066489998,197190436020004,2013,72,97,21,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311824187489998,197190483020004,2013,72,97,22,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311828095489998,197190555020004,2013,72,97,23,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311828401489998,197190558020004,2013,72,97,24,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826607489998,197190531020004,2013,72,97,25,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311824063489998,197190477020004,2013,72,97,26,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311800846489998,197190472020004,2013,72,97,27,9,6,2014,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311826585489998,197190530020004,2013,72,97,29,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826939489998,197190537020004,2013,72,97,30,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311822252489998,197190439020004,2013,72,97,31,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311820577489998,197190414020004,2013,72,97,32,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311827847489998,197190551020004,2013,72,97,33,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311825616489998,197190510020004,2013,72,97,34,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311825762489998,197190513020004,2013,72,97,35,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311825638489998,197190511020004,2013,72,97,36,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311823593489998,197190469020004,2013,72,97,37,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826669489998,197190532020004,2013,72,97,38,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311824978489998,197190497020004,2013,72,97,40,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311802023489998,197190501020004,2013,72,97,41,7,6,2014,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311826691489998,197190533020004,2013,72,97,42,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311823243489998,197190460020004,2013,72,97,43,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311820333489998,197190412020004,2013,72,97,44,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311828569489998,197190562020004,2013,72,97,45,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311827395489998,197190545020004,2013,72,97,46,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826333489998,197190524020004,2013,72,97,47,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311819004489998,197190390020004,2013,72,97,48,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311827271489998,197190543020004,2013,72,97,49,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311820599489998,197190415020004,2013,72,97,50,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311822624489998,197190445020004,2013,72,97,51,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311799919489998,197190450020004,2013,72,97,52,12,6,2014,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311820121489998,197190406020004,2013,72,97,53,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311800761489998,197190467020004,2013,72,97,54,11,6,2014,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311823097489998,197190454020004,2013,72,97,55,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311827085489998,197190540020004,2013,72,97,56,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311823407489998,197190462020004,2013,72,97,57,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311828795489998,197190565020004,2013,72,97,58,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311821654489998,197190430020004,2013,72,97,59,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311827949489998,197190552020004,2013,72,97,60,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311801886489998,197190499020004,2013,72,97,61,6,6,2014,7,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,,,,,,7
311800688489998,197190466020004,2013,72,97,62,9,6,2014,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311820865489998,197190418020004,2013,72,97,63,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311818418489998,197190387020004,2013,72,97,64,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311825864489998,197190514020004,2013,72,97,65,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311801351489998,197190481020004,2013,72,97,66,10,6,2014,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311825886489998,197190515020004,2013,72,97,67,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311822646489998,197190446020004,2013,72,97,68,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311825142489998,197190502020004,2013,72,97,69,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311821468489998,197190427020004,2013,72,97,70,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311829065489998,197190570020004,2013,72,97,71,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311819665489998,197190398020004,2013,72,97,72,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311827169489998,197190542020004,2013,72,97,73,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826311489998,197190523020004,2013,72,97,74,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311800105489998,197190451020004,2013,72,97,75,9,6,2014,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311825430489998,197190506020004,2013,72,97,76,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826050489998,197190517020004,2013,72,97,77,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311821964489998,197190435020004,2013,72,97,78,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311828073489998,197190554020004,2013,72,97,79,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311824311489998,197190485020004,2013,72,97,80,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311823549489998,197190463020004,2013,72,97,81,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826479489998,197190527020004,2013,72,97,82,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311820183489998,197190407020004,2013,72,97,83,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311823615489998,197190470020004,2013,72,97,84,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311821153489998,197190422020004,2013,72,97,85,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311821029489998,197190420020004,2013,72,97,86,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826028489998,197190516020004,2013,72,97,87,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826501489998,197190528020004,2013,72,97,88,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311801523489998,197190487020004,2013,72,97,89,4,6,2014,7,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,7
311801041489998,197190474020004,2013,72,97,90,9,6,2014,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311822934489998,197190453020004,2013,72,97,91,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311800437489998,197190459020004,2013,72,97,92,9,6,2014,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311801202489998,197190479020004,2013,72,97,93,10,6,2014,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311822376489998,197190441020004,2013,72,97,94,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311820475489998,197190413020004,2013,72,97,95,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826523489998,197190529020004,2013,72,97,96,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311821632489998,197190429020004,2013,72,97,97,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311828237489998,197190556020004,2013,72,97,98,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311824762489998,197190493020004,2013,72,97,99,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311801121489998,197190478020004,2013,72,97,100,7,6,2014,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311826112489998,197190518020004,2013,72,97,101,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311822810489998,197190448020004,2013,72,97,102,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311824085489998,197190482020004,2013,72,97,103,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311823119489998,197190455020004,2013,72,97,104,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311822398489998,197190442020004,2013,72,97,105,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311819811489998,197190401020004,2013,72,97,106,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311819146489998,197190391020004,2013,72,97,107,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826793489998,197190534020004,2013,72,97,108,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826877489998,197190536020004,2013,72,97,109,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311820311489998,197190411020004,2013,72,97,110,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311819935489998,197190403020004,2013,72,97,111,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311823979489998,197190475020004,2013,72,97,112,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311827723489998,197190549020004,2013,72,97,113,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311829335489998,197190575020004,2013,72,97,114,1,9,2013,1,,2,2017-06-22 12:34:58,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311828485489998,197190560020004,2013,72,97,115,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311825164489998,197190503020004,2013,72,97,116,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311828379489998,197190557020004,2013,72,97,117,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311824333489998,197190489020004,2013,72,97,118,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311828963489998,197190569020004,2013,72,97,119,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311824209489998,197190484020004,2013,72,97,120,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311824001489998,197190476020004,2013,72,97,122,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311823385489998,197190461020004,2013,72,97,123,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311825740489998,197190512020004,2013,72,97,124,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311827577489998,197190546020004,2013,72,97,125,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311825288489998,197190505020004,2013,72,97,126,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311819789489998,197190400020004,2013,72,97,127,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311802105489998,197190508020004,2013,72,97,128,7,6,2014,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311800185489998,197190452020004,2013,72,97,129,10,6,2014,7,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,7
311828463489998,197190559020004,2013,72,97,131,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311823221489998,197190456020004,2013,72,97,132,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311827147489998,197190541020004,2013,72,97,133,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311801609489998,197190488020004,2013,72,97,134,10,6,2014,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,,,,,,1
311820267489998,197190409020004,2013,72,97,135,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311829087489998,197190571020004,2013,72,97,136,1,9,2013,1,,2,2017-06-22 12:34:58,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311825514489998,197190509020004,2013,72,97,138,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311829229489998,197190572020004,2013,72,97,139,1,9,2013,1,,2,2017-06-22 12:34:58,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311826258489998,197190521020004,2013,72,97,140,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311828941489998,197190568020004,2013,72,97,141,1,9,2013,1,,2,2017-06-22 12:34:57,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311819913489998,197190402020004,2013,72,97,142,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311822500489998,197190443020004,2013,72,97,143,1,9,2013,1,,2,2017-06-22 12:34:56,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311819581489998,197190396020004,2013,72,97,144,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
311821366489998,197190426020004,2013,72,97,145,1,9,2013,1,,2,2017-06-22 12:34:55,2025-01-10 15:14:14,1,2,1,2,2,1,4,2,1234,24.0,1
